Date,Collected?,Depth_type,Depth_(cm),# Victorian Alpine Resorts - Daily Snow Depth Records - Lake Mountain 1993-2023. CC-BY Alpine Resorts Victoria
6/10/1998,No,,,
7/10/1998,No,,,
8/10/1998,No,,,
9/10/1998,No,,,
5/6/1999,Yes,Natural,0,
6/6/1999,Yes,Natural,0,
7/6/1999,Yes,Natural,0,
8/6/1999,Yes,Natural,0,
9/6/1999,Yes,Natural,0,
10/6/1999,Yes,Natural,0,
11/6/1999,Yes,Natural,0,
12/6/1999,Yes,Natural,0,
13/6/1999,Yes,Natural,0,
14/6/1999,Yes,Natural,2,
15/6/1999,Yes,Natural,25,
16/6/1999,Yes,Natural,25,
17/6/1999,Yes,Natural,25,
18/6/1999,Yes,Natural,20,
19/6/1999,Yes,Natural,8,
20/6/1999,Yes,Natural,8,
21/6/1999,Yes,Natural,8,
22/6/1999,Yes,Natural,8,
23/6/1999,Yes,Natural,8,
24/6/1999,Yes,Natural,8,
25/6/1999,Yes,Natural,8,
26/6/1999,Yes,Natural,0,
27/6/1999,Yes,Natural,0,
28/6/1999,Yes,Natural,0,
29/6/1999,Yes,Natural,0,
30/6/1999,Yes,Natural,0,
1/7/1999,Yes,Natural,0,
2/7/1999,Yes,Natural,2,
3/7/1999,Yes,Natural,2,
4/7/1999,Yes,Natural,2,
5/7/1999,Yes,Natural,2,
6/7/1999,Yes,Natural,0,
7/7/1999,Yes,Natural,0,
8/7/1999,Yes,Natural,0,
9/7/1999,Yes,Natural,0,
10/7/1999,Yes,Natural,0,
11/7/1999,Yes,Natural,0,
12/7/1999,Yes,Natural,0,
13/7/1999,Yes,Natural,0,
14/7/1999,Yes,Natural,0,
15/7/1999,Yes,Natural,0,
16/7/1999,Yes,Natural,0,
17/7/1999,Yes,Natural,0,
18/7/1999,Yes,Natural,0,
19/7/1999,Yes,Natural,6,
20/7/1999,Yes,Natural,15,
21/7/1999,Yes,Natural,15,
22/7/1999,Yes,Natural,8,
23/7/1999,Yes,Natural,10,
24/7/1999,Yes,Natural,10,
25/7/1999,Yes,Natural,8,
26/7/1999,Yes,Natural,8,
27/7/1999,Yes,Natural,6,
28/7/1999,Yes,Natural,6,
29/7/1999,Yes,Natural,6,
30/7/1999,Yes,Natural,6,
31/7/1999,Yes,Natural,12,
1/8/1999,Yes,Natural,12,
2/8/1999,Yes,Natural,12,
3/8/1999,Yes,Natural,6,
4/8/1999,Yes,Natural,5,
5/8/1999,Yes,Natural,5,
6/8/1999,Yes,Natural,5,
7/8/1999,Yes,Natural,5,
8/8/1999,Yes,Natural,3,
9/8/1999,Yes,Natural,8,
10/8/1999,Yes,Natural,8,
11/8/1999,Yes,Natural,8,
12/8/1999,Yes,Natural,7,
13/8/1999,Yes,Natural,13,
14/8/1999,Yes,Natural,25,
15/8/1999,Yes,Natural,25,
16/8/1999,Yes,Natural,25,
17/8/1999,Yes,Natural,20,
18/8/1999,Yes,Natural,20,
19/8/1999,Yes,Natural,15,
20/8/1999,Yes,Natural,8,
21/8/1999,Yes,Natural,8,
22/8/1999,Yes,Natural,5,
23/8/1999,Yes,Natural,5,
24/8/1999,Yes,Natural,5,
25/8/1999,Yes,Natural,4,
26/8/1999,Yes,Natural,4,
27/8/1999,Yes,Natural,0,
28/8/1999,Yes,Natural,0,
29/8/1999,Yes,Natural,0,
30/8/1999,Yes,Natural,0,
31/8/1999,Yes,Natural,0,
1/9/1999,Yes,Natural,0,
2/9/1999,Yes,Natural,0,
3/9/1999,Yes,Natural,0,
4/9/1999,Yes,Natural,0,
5/9/1999,Yes,Natural,0,
6/9/1999,Yes,Natural,0,
7/9/1999,Yes,Natural,0,
8/9/1999,Yes,Natural,0,
9/9/1999,Yes,Natural,0,
10/9/1999,Yes,Natural,0,
11/9/1999,Yes,Natural,0,
12/9/1999,Yes,Natural,0,
13/9/1999,Yes,Natural,0,
14/9/1999,Yes,Natural,0,
15/9/1999,Yes,Natural,0,
16/9/1999,Yes,Natural,0,
17/9/1999,Yes,Natural,15,
18/9/1999,Yes,Natural,25,
19/9/1999,Yes,Natural,25,
20/9/1999,Yes,Natural,20,
21/9/1999,Yes,Natural,15,
22/9/1999,Yes,Natural,10,
23/9/1999,Yes,Natural,5,
24/9/1999,Yes,Natural,5,
25/9/1999,Yes,Natural,0,
26/9/1999,Yes,Natural,0,
27/9/1999,Yes,Natural,0,
28/9/1999,Yes,Natural,0,
29/9/1999,No,,,
30/9/1999,No,,,
1/10/1999,No,,,
2/10/1999,No,,,
3/10/1999,No,,,
4/10/1999,No,,,
5/10/1999,No,,,
6/10/1999,No,,,
7/10/1999,No,,,
8/10/1999,No,,,
9/10/1999,No,,,
5/6/2000,Yes,Natural,80,
6/6/2000,Yes,Natural,85,
7/6/2000,Yes,Natural,85,
8/6/2000,Yes,Natural,80,
9/6/2000,Yes,Natural,75,
10/6/2000,Yes,Natural,60,
11/6/2000,Yes,Natural,58,
12/6/2000,Yes,Natural,58,
13/6/2000,Yes,Natural,55,
14/6/2000,Yes,Natural,50,
15/6/2000,Yes,Natural,50,
16/6/2000,Yes,Natural,40,
17/6/2000,Yes,Natural,30,
18/6/2000,Yes,Natural,30,
19/6/2000,Yes,Natural,30,
20/6/2000,Yes,Natural,20,
21/6/2000,Yes,Natural,15,
22/6/2000,Yes,Natural,15,
23/6/2000,Yes,Natural,15,
24/6/2000,Yes,Natural,15,
25/6/2000,Yes,Natural,12,
26/6/2000,Yes,Natural,10,
27/6/2000,Yes,Natural,10,
28/6/2000,Yes,Natural,10,
29/6/2000,Yes,Natural,12,
30/6/2000,Yes,Natural,12,
1/7/2000,Yes,Natural,10,
2/7/2000,Yes,Natural,8,
3/7/2000,Yes,Natural,8,
4/7/2000,Yes,Natural,8,
5/7/2000,Yes,Natural,8,
6/7/2000,Yes,Natural,6,
7/7/2000,Yes,Natural,6,
8/7/2000,Yes,Natural,6,
9/7/2000,Yes,Natural,6,
10/7/2000,Yes,Natural,6,
11/7/2000,Yes,Natural,5,
12/7/2000,Yes,Natural,5,
13/7/2000,Yes,Natural,5,
14/7/2000,Yes,Natural,4,
15/7/2000,Yes,Natural,5,
16/7/2000,Yes,Natural,4,
17/7/2000,Yes,Natural,4,
18/7/2000,Yes,Natural,4,
19/7/2000,Yes,Natural,25,
20/7/2000,Yes,Natural,25,
21/7/2000,Yes,Natural,35,
22/7/2000,Yes,Natural,35,
23/7/2000,Yes,Natural,35,
24/7/2000,Yes,Natural,30,
25/7/2000,Yes,Natural,30,
26/7/2000,Yes,Natural,42,
27/7/2000,Yes,Natural,55,
28/7/2000,Yes,Natural,55,
29/7/2000,Yes,Natural,55,
30/7/2000,Yes,Natural,55,
31/7/2000,Yes,Natural,50,
1/8/2000,Yes,Natural,50,
2/8/2000,Yes,Natural,40,
3/8/2000,Yes,Natural,40,
4/8/2000,Yes,Natural,40,
5/8/2000,Yes,Natural,40,
6/8/2000,Yes,Natural,35,
7/8/2000,Yes,Natural,30,
8/8/2000,Yes,Natural,30,
9/8/2000,Yes,Natural,25,
10/8/2000,Yes,Natural,35,
11/8/2000,Yes,Natural,37,
12/8/2000,Yes,Natural,39,
13/8/2000,Yes,Natural,40,
14/8/2000,Yes,Natural,40,
15/8/2000,Yes,Natural,45,
16/8/2000,Yes,Natural,45,
17/8/2000,Yes,Natural,47,
18/8/2000,Yes,Natural,47,
19/8/2000,Yes,Natural,35,
20/8/2000,Yes,Natural,37,
21/8/2000,Yes,Natural,25,
22/8/2000,Yes,Natural,25,
23/8/2000,Yes,Natural,30,
24/8/2000,Yes,Natural,30,
25/8/2000,Yes,Natural,40,
26/8/2000,Yes,Natural,35,
27/8/2000,Yes,Natural,30,
28/8/2000,Yes,Natural,30,
29/8/2000,Yes,Natural,25,
30/8/2000,Yes,Natural,25,
31/8/2000,Yes,Natural,25,
1/9/2000,Yes,Natural,25,
2/9/2000,Yes,Natural,25,
3/9/2000,Yes,Natural,25,
4/9/2000,Yes,Natural,20,
5/9/2000,Yes,Natural,20,
6/9/2000,Yes,Natural,25,
7/9/2000,Yes,Natural,25,
8/9/2000,Yes,Natural,20,
9/9/2000,Yes,Natural,20,
10/9/2000,Yes,Natural,20,
11/9/2000,Yes,Natural,20,
12/9/2000,Yes,Natural,20,
13/9/2000,Yes,Natural,20,
14/9/2000,Yes,Natural,20,
15/9/2000,Yes,Natural,20,
16/9/2000,Yes,Natural,15,
17/9/2000,Yes,Natural,15,
18/9/2000,Yes,Natural,15,
19/9/2000,Yes,Natural,15,
20/9/2000,Yes,Natural,12,
21/9/2000,Yes,Natural,12,
22/9/2000,Yes,Natural,12,
23/9/2000,Yes,Natural,12,
24/9/2000,Yes,Natural,12,
25/9/2000,Yes,Natural,12,
26/9/2000,Yes,Natural,10,
27/9/2000,Yes,Natural,10,
28/9/2000,Yes,Natural,0,
29/9/2000,Yes,Natural,0,
30/9/2000,Yes,Natural,0,
1/10/2000,No,,,
2/10/2000,No,,,
3/10/2000,No,,,
4/10/2000,No,,,
5/10/2000,No,,,
6/10/2000,No,,,
7/10/2000,No,,,
8/10/2000,No,,,
9/10/2000,No,,,
5/6/2001,Yes,Natural,0,
6/6/2001,Yes,Natural,0,
7/6/2001,Yes,Natural,0,
8/6/2001,Yes,Natural,0,
9/6/2001,Yes,Natural,0,
10/6/2001,Yes,Natural,0,
11/6/2001,Yes,Natural,0,
12/6/2001,Yes,Natural,0,
13/6/2001,Yes,Natural,0,
14/6/2001,Yes,Natural,1,
15/6/2001,Yes,Natural,17,
16/6/2001,Yes,Natural,15,
17/6/2001,Yes,Natural,12,
18/6/2001,Yes,Natural,12,
19/6/2001,Yes,Natural,12,
20/6/2001,Yes,Natural,10,
21/6/2001,Yes,Natural,7,
22/6/2001,Yes,Natural,5,
23/6/2001,Yes,Natural,5,
24/6/2001,Yes,Natural,5,
25/6/2001,Yes,Natural,5,
26/6/2001,Yes,Natural,3,
27/6/2001,Yes,Natural,3,
28/6/2001,Yes,Natural,3,
29/6/2001,Yes,Natural,3,
30/6/2001,Yes,Natural,3,
1/7/2001,Yes,Natural,0,
2/7/2001,Yes,Natural,0,
3/7/2001,Yes,Natural,0,
4/7/2001,Yes,Natural,0,
5/7/2001,Yes,Natural,0,
6/7/2001,Yes,Natural,0,
7/7/2001,Yes,Natural,1,
8/7/2001,Yes,Natural,0,
9/7/2001,Yes,Natural,0,
10/7/2001,Yes,Natural,0,
11/7/2001,Yes,Natural,0,
12/7/2001,Yes,Natural,0,
13/7/2001,Yes,Natural,0,
14/7/2001,Yes,Natural,0,
15/7/2001,Yes,Natural,0,
16/7/2001,Yes,Natural,0,
17/7/2001,Yes,Natural,2,
18/7/2001,Yes,Natural,2,
19/7/2001,Yes,Natural,1,
20/7/2001,Yes,Natural,1,
21/7/2001,Yes,Natural,1,
22/7/2001,Yes,Natural,0,
23/7/2001,Yes,Natural,0,
24/7/2001,Yes,Natural,0,
25/7/2001,Yes,Natural,0,
26/7/2001,Yes,Natural,0,
27/7/2001,Yes,Natural,0,
28/7/2001,Yes,Natural,0,
29/7/2001,Yes,Natural,0,
30/7/2001,Yes,Natural,0,
31/7/2001,Yes,Natural,0,
1/8/2001,Yes,Natural,30,
2/8/2001,Yes,Natural,30,
3/8/2001,Yes,Natural,15,
4/8/2001,Yes,Natural,12,
5/8/2001,Yes,Natural,5,
6/8/2001,Yes,Natural,5,
7/8/2001,Yes,Natural,5,
8/8/2001,Yes,Natural,30,
9/8/2001,Yes,Natural,25,
10/8/2001,Yes,Natural,20,
11/8/2001,Yes,Natural,12,
12/8/2001,Yes,Natural,10,
13/8/2001,Yes,Natural,8,
14/8/2001,Yes,Natural,6,
15/8/2001,Yes,Natural,3,
16/8/2001,Yes,Natural,2,
17/8/2001,Yes,Natural,5,
18/8/2001,Yes,Natural,8,
19/8/2001,Yes,Natural,22,
20/8/2001,Yes,Natural,22,
21/8/2001,Yes,Natural,45,
22/8/2001,Yes,Natural,60,
23/8/2001,Yes,Natural,65,
24/8/2001,Yes,Natural,65,
25/8/2001,Yes,Natural,60,
26/8/2001,Yes,Natural,50,
27/8/2001,Yes,Natural,50,
28/8/2001,Yes,Natural,45,
29/8/2001,Yes,Natural,45,
30/8/2001,Yes,Natural,45,
31/8/2001,Yes,Natural,40,
1/9/2001,Yes,Natural,30,
2/9/2001,Yes,Natural,25,
3/9/2001,Yes,Natural,20,
4/9/2001,Yes,Natural,15,
5/9/2001,Yes,Natural,15,
6/9/2001,Yes,Natural,15,
7/9/2001,Yes,Natural,10,
8/9/2001,Yes,Natural,20,
9/9/2001,Yes,Natural,23,
10/9/2001,Yes,Natural,15,
11/9/2001,Yes,Natural,10,
12/9/2001,Yes,Natural,8,
13/9/2001,Yes,Natural,7,
14/9/2001,Yes,Natural,5,
15/9/2001,Yes,Natural,5,
16/9/2001,Yes,Natural,3,
17/9/2001,Yes,Natural,3,
18/9/2001,Yes,Natural,1,
19/9/2001,Yes,Natural,1,
20/9/2001,Yes,Natural,1,
21/9/2001,Yes,Natural,1,
22/9/2001,Yes,Natural,1,
23/9/2001,Yes,Natural,1,
24/9/2001,Yes,Natural,0,
25/9/2001,Yes,Natural,0,
26/9/2001,Yes,Natural,0,
27/9/2001,Yes,Natural,0,
28/9/2001,Yes,Natural,0,
29/9/2001,Yes,Natural,0,
30/9/2001,No,,,
1/10/2001,No,,,
2/10/2001,No,,,
3/10/2001,No,,,
4/10/2001,No,,,
5/10/2001,No,,,
6/10/2001,No,,,
7/10/2001,No,,,
8/10/2001,No,,,
9/10/2001,No,,,
5/6/2002,No,,,
6/6/2002,No,,,
7/6/2002,Yes,Natural,0,
8/6/2002,,,,
9/6/2002,Yes,Natural,0,
10/6/2002,Yes,Natural,0,
11/6/2002,Yes,Natural,0,
12/6/2002,Yes,Natural,0,
13/6/2002,Yes,Natural,0,
14/6/2002,Yes,Natural,8,
15/6/2002,Yes,Natural,2,
16/6/2002,Yes,Natural,2,
17/6/2002,Yes,Natural,2,
18/6/2002,Yes,Natural,3,
19/6/2002,Yes,Natural,2,
20/6/2002,Yes,Natural,2,
21/6/2002,Yes,Natural,0,
22/6/2002,Yes,Natural,0,
23/6/2002,Yes,Natural,0,
24/6/2002,Yes,Natural,0,
25/6/2002,Yes,Natural,0,
26/6/2002,Yes,Natural,4,
27/6/2002,Yes,Natural,2,
28/6/2002,Yes,Natural,30,
29/6/2002,Yes,Natural,40,
30/6/2002,Yes,Natural,45,
1/7/2002,Yes,Natural,40,
2/7/2002,Yes,Natural,30,
3/7/2002,Yes,Natural,25,
4/7/2002,Yes,Natural,35,
5/7/2002,Yes,Natural,30,
6/7/2002,Yes,Natural,25,
7/7/2002,Yes,Natural,30,
8/7/2002,Yes,Natural,20,
9/7/2002,Yes,Natural,20,
10/7/2002,Yes,Natural,20,
11/7/2002,Yes,Natural,22,
12/7/2002,Yes,Natural,22,
13/7/2002,Yes,Natural,20,
14/7/2002,Yes,Natural,20,
15/7/2002,Yes,Natural,15,
16/7/2002,Yes,Natural,12,
17/7/2002,Yes,Natural,13,
18/7/2002,Yes,Natural,18,
19/7/2002,Yes,Natural,18,
20/7/2002,Yes,Natural,15,
21/7/2002,Yes,Natural,15,
22/7/2002,Yes,Natural,15,
23/7/2002,Yes,Natural,15,
24/7/2002,Yes,Natural,15,
25/7/2002,Yes,Natural,18,
26/7/2002,Yes,Natural,18,
27/7/2002,Yes,Natural,15,
28/7/2002,Yes,Natural,13,
29/7/2002,Yes,Natural,10,
30/7/2002,Yes,Natural,10,
31/7/2002,Yes,Natural,10,
1/8/2002,Yes,Natural,8,
2/8/2002,Yes,Natural,8,
3/8/2002,Yes,Natural,8,
4/8/2002,Yes,Natural,8,
5/8/2002,Yes,Natural,6,
6/8/2002,Yes,Natural,6,
7/8/2002,Yes,Natural,6,
8/8/2002,Yes,Natural,6,
9/8/2002,Yes,Natural,6,
10/8/2002,Yes,Natural,4,
11/8/2002,Yes,Natural,4,
12/8/2002,Yes,Natural,5,
13/8/2002,Yes,Natural,40,
14/8/2002,Yes,Natural,41,
15/8/2002,Yes,Natural,42,
16/8/2002,Yes,Natural,40,
17/8/2002,Yes,Natural,35,
18/8/2002,Yes,Natural,35,
19/8/2002,Yes,Natural,35,
20/8/2002,Yes,Natural,25,
21/8/2002,Yes,Natural,25,
22/8/2002,Yes,Natural,25,
23/8/2002,Yes,Natural,25,
24/8/2002,Yes,Natural,10,
25/8/2002,Yes,Natural,10,
26/8/2002,Yes,Natural,10,
27/8/2002,Yes,Natural,10,
28/8/2002,Yes,Natural,10,
29/8/2002,Yes,Natural,8,
30/8/2002,Yes,Natural,8,
31/8/2002,Yes,Natural,7,
1/9/2002,Yes,Natural,6,
2/9/2002,Yes,Natural,5,
3/9/2002,Yes,Natural,4,
4/9/2002,Yes,Natural,4,
5/9/2002,Yes,Natural,4,
6/9/2002,Yes,Natural,4,
7/9/2002,Yes,Natural,4,
8/9/2002,Yes,Natural,4,
9/9/2002,Yes,Natural,4,
10/9/2002,Yes,Natural,4,
11/9/2002,Yes,Natural,4,
12/9/2002,Yes,Natural,2,
13/9/2002,Yes,Natural,2,
14/9/2002,Yes,Natural,2,
15/9/2002,Yes,Natural,1,
16/9/2002,Yes,Natural,1,
17/9/2002,Yes,Natural,1,
18/9/2002,Yes,Natural,1,
19/9/2002,Yes,Natural,1,
20/9/2002,Yes,Natural,5,
21/9/2002,Yes,Natural,5,
22/9/2002,Yes,Natural,5,
23/9/2002,Yes,Natural,5,
24/9/2002,Yes,Natural,5,
25/9/2002,Yes,Natural,5,
26/9/2002,Yes,Natural,0,
27/9/2002,Yes,Natural,0,
28/9/2002,Yes,Natural,0,
29/9/2002,Yes,Natural,0,
30/9/2002,Yes,Natural,0,
1/10/2002,Yes,Natural,0,
2/10/2002,No,,,
3/10/2002,No,,,
4/10/2002,No,,,
5/10/2002,No,,,
6/10/2002,No,,,
7/10/2002,No,,,
8/10/2002,No,,,
9/10/2002,No,,,
5/6/2003,No,,,
6/6/2003,Yes,Natural,0,
7/6/2003,Yes,Natural,3,
8/6/2003,Yes,Natural,5,
9/6/2003,Yes,Natural,0,
10/6/2003,Yes,Natural,0,
11/6/2003,Yes,Natural,0,
12/6/2003,Yes,Natural,0,
13/6/2003,Yes,Natural,0,
14/6/2003,Yes,Natural,3,
15/6/2003,Yes,Natural,15,
16/6/2003,Yes,Natural,8,
17/6/2003,Yes,Natural,8,
18/6/2003,Yes,Natural,8,
19/6/2003,Yes,Natural,4,
20/6/2003,Yes,Natural,4,
21/6/2003,No,,,
22/6/2003,Yes,Natural,4,
23/6/2003,Yes,Natural,17,
24/6/2003,Yes,Natural,10,
25/6/2003,Yes,Natural,10,
26/6/2003,Yes,Natural,8,
27/6/2003,Yes,Natural,5,
28/6/2003,Yes,Natural,3,
29/6/2003,Yes,Natural,0,
30/6/2003,Yes,Natural,0,
1/7/2003,Yes,Natural,0,
2/7/2003,Yes,Natural,0,
3/7/2003,Yes,Natural,0,
4/7/2003,Yes,Natural,0,
5/7/2003,Yes,Natural,0,
6/7/2003,Yes,Natural,0,
7/7/2003,Yes,Natural,0,
8/7/2003,Yes,Natural,0,
9/7/2003,Yes,Natural,0,
10/7/2003,Yes,Natural,0,
11/7/2003,Yes,Natural,0,
12/7/2003,Yes,Natural,0,
13/7/2003,Yes,Natural,1,
14/7/2003,Yes,Natural,0,
15/7/2003,Yes,Natural,0,
16/7/2003,Yes,Natural,0,
17/7/2003,Yes,Natural,0,
18/7/2003,Yes,Natural,0,
19/7/2003,Yes,Natural,0,
20/7/2003,Yes,Natural,0,
21/7/2003,Yes,Natural,0,
22/7/2003,Yes,Natural,0,
23/7/2003,Yes,Natural,0,
24/7/2003,Yes,Natural,38,
25/7/2003,Yes,Natural,38,
26/7/2003,Yes,Natural,55,
27/7/2003,Yes,Natural,58,
28/7/2003,Yes,Natural,60,
29/7/2003,Yes,Natural,70,
30/7/2003,Yes,Natural,72,
31/7/2003,Yes,Natural,90,
1/8/2003,Yes,Natural,90,
2/8/2003,Yes,Natural,80,
3/8/2003,Yes,Natural,70,
4/8/2003,Yes,Natural,60,
5/8/2003,Yes,Natural,60,
6/8/2003,Yes,Natural,30,
7/8/2003,Yes,Natural,30,
8/8/2003,Yes,Natural,25,
9/8/2003,Yes,Natural,35,
10/8/2003,Yes,Natural,35,
11/8/2003,Yes,Natural,35,
12/8/2003,Yes,Natural,38,
13/8/2003,Yes,Natural,30,
14/8/2003,Yes,Natural,25,
15/8/2003,Yes,Natural,30,
16/8/2003,Yes,Natural,30,
17/8/2003,Yes,Natural,30,
18/8/2003,Yes,Natural,35,
19/8/2003,Yes,Natural,35,
20/8/2003,Yes,Natural,35,
21/8/2003,Yes,Natural,30,
22/8/2003,Yes,Natural,25,
23/8/2003,Yes,Natural,20,
24/8/2003,Yes,Natural,20,
25/8/2003,Yes,Natural,20,
26/8/2003,Yes,Natural,30,
27/8/2003,Yes,Natural,40,
28/8/2003,Yes,Natural,40,
29/8/2003,Yes,Natural,40,
30/8/2003,Yes,Natural,30,
31/8/2003,Yes,Natural,35,
1/9/2003,Yes,Natural,45,
2/9/2003,Yes,Natural,45,
3/9/2003,Yes,Natural,40,
4/9/2003,Yes,Natural,40,
5/9/2003,Yes,Natural,40,
6/9/2003,Yes,Natural,40,
7/9/2003,Yes,Natural,35,
8/9/2003,Yes,Natural,35,
9/9/2003,Yes,Natural,35,
10/9/2003,Yes,Natural,30,
11/9/2003,Yes,Natural,25,
12/9/2003,Yes,Natural,20,
13/9/2003,Yes,Natural,20,
14/9/2003,Yes,Natural,30,
15/9/2003,Yes,Natural,40,
16/9/2003,Yes,Natural,50,
17/9/2003,Yes,Natural,40,
18/9/2003,Yes,Natural,35,
19/9/2003,Yes,Natural,30,
20/9/2003,Yes,Natural,25,
21/9/2003,Yes,Natural,20,
22/9/2003,Yes,Natural,12,
23/9/2003,Yes,Natural,12,
24/9/2003,Yes,Natural,10,
25/9/2003,Yes,Natural,10,
26/9/2003,Yes,Natural,10,
27/9/2003,Yes,Natural,15,
28/9/2003,Yes,Natural,25,
29/9/2003,No,,,
30/9/2003,No,,,
1/10/2003,No,,,
2/10/2003,No,,,
3/10/2003,No,,,
4/10/2003,No,,,
5/10/2003,No,,,
6/10/2003,No,,,
7/10/2003,No,,,
8/10/2003,No,,,
9/10/2003,No,,,
5/6/2004,Yes,Natural,0,
6/6/2004,Yes,Natural,0,
7/6/2004,Yes,Natural,0,
8/6/2004,Yes,Natural,0,
9/6/2004,Yes,Natural,0,
10/6/2004,Yes,Natural,0,
11/6/2004,Yes,Natural,0,
12/6/2004,Yes,Natural,0,
13/6/2004,Yes,Natural,0,
14/6/2004,Yes,Natural,0,
15/6/2004,Yes,Natural,0,
16/6/2004,Yes,Natural,5,
17/6/2004,Yes,Natural,5,
18/6/2004,Yes,Natural,5,
19/6/2004,Yes,Natural,7,
20/6/2004,Yes,Natural,7,
21/6/2004,Yes,Natural,55,
22/6/2004,Yes,Natural,40,
23/6/2004,Yes,Natural,40,
24/6/2004,Yes,Natural,25,
25/6/2004,Yes,Natural,25,
26/6/2004,Yes,Natural,55,
27/6/2004,Yes,Natural,55,
28/6/2004,Yes,Natural,45,
29/6/2004,Yes,Natural,45,
30/6/2004,Yes,Natural,45,
1/7/2004,Yes,Natural,45,
2/7/2004,Yes,Natural,30,
3/7/2004,Yes,Natural,30,
4/7/2004,Yes,Natural,25,
5/7/2004,Yes,Natural,20,
6/7/2004,Yes,Natural,22,
7/7/2004,Yes,Natural,27,
8/7/2004,Yes,Natural,45,
9/7/2004,Yes,Natural,45,
10/7/2004,Yes,Natural,43,
11/7/2004,Yes,Natural,43,
12/7/2004,Yes,Natural,43,
13/7/2004,Yes,Natural,35,
14/7/2004,Yes,Natural,30,
15/7/2004,Yes,Natural,25,
16/7/2004,Yes,Natural,25,
17/7/2004,Yes,Natural,35,
18/7/2004,Yes,Natural,45,
19/7/2004,Yes,Natural,40,
20/7/2004,Yes,Natural,40,
21/7/2004,Yes,Natural,40,
22/7/2004,Yes,Natural,40,
23/7/2004,Yes,Natural,40,
24/7/2004,Yes,Natural,40,
25/7/2004,Yes,Natural,40,
26/7/2004,Yes,Natural,40,
27/7/2004,Yes,Natural,35,
28/7/2004,Yes,Natural,35,
29/7/2004,Yes,Natural,35,
30/7/2004,Yes,Natural,35,
31/7/2004,Yes,Natural,30,
1/8/2004,Yes,Natural,30,
2/8/2004,Yes,Natural,25,
3/8/2004,Yes,Natural,45,
4/8/2004,Yes,Natural,55,
5/8/2004,Yes,Natural,55,
6/8/2004,Yes,Natural,55,
7/8/2004,Yes,Natural,55,
8/8/2004,Yes,Natural,55,
9/8/2004,Yes,Natural,50,
10/8/2004,Yes,Natural,53,
11/8/2004,Yes,Natural,50,
12/8/2004,Yes,Natural,50,
13/8/2004,Yes,Natural,45,
14/8/2004,Yes,Natural,55,
15/8/2004,Yes,Natural,65,
16/8/2004,Yes,Natural,65,
17/8/2004,Yes,Natural,65,
18/8/2004,Yes,Natural,65,
19/8/2004,Yes,Natural,65,
20/8/2004,Yes,Natural,65,
21/8/2004,Yes,Natural,60,
22/8/2004,Yes,Natural,55,
23/8/2004,Yes,Natural,50,
24/8/2004,Yes,Natural,45,
25/8/2004,Yes,Natural,45,
26/8/2004,Yes,Natural,35,
27/8/2004,Yes,Natural,30,
28/8/2004,Yes,Natural,25,
29/8/2004,Yes,Natural,20,
30/8/2004,Yes,Natural,15,
31/8/2004,Yes,Natural,15,
1/9/2004,Yes,Natural,15,
2/9/2004,Yes,Natural,15,
3/9/2004,Yes,Natural,15,
4/9/2004,Yes,Natural,20,
5/9/2004,Yes,Natural,12,
6/9/2004,Yes,Natural,10,
7/9/2004,Yes,Natural,10,
8/9/2004,Yes,Natural,10,
9/9/2004,Yes,Natural,8,
10/9/2004,Yes,Natural,8,
11/9/2004,Yes,Natural,8,
12/9/2004,Yes,Natural,30,
13/9/2004,Yes,Natural,20,
14/9/2004,Yes,Natural,20,
15/9/2004,Yes,Natural,20,
16/9/2004,Yes,Natural,15,
17/9/2004,Yes,Natural,12,
18/9/2004,Yes,Natural,12,
19/9/2004,Yes,Natural,10,
20/9/2004,Yes,Natural,10,
21/9/2004,Yes,Natural,10,
22/9/2004,Yes,Natural,10,
23/9/2004,Yes,Natural,8,
24/9/2004,Yes,Natural,6,
25/9/2004,Yes,Natural,6,
26/9/2004,Yes,Natural,5,
27/9/2004,Yes,Natural,1,
28/9/2004,Yes,Natural,1,
29/9/2004,Yes,Natural,1,
30/9/2004,Yes,Natural,0,
1/10/2004,Yes,Natural,0,
2/10/2004,Yes,Natural,0,
3/10/2004,Yes,Natural,0,
4/10/2004,No,,,
5/10/2004,No,,,
6/10/2004,No,,,
7/10/2004,No,,,
8/10/2004,No,,,
9/10/2004,No,,,
5/6/2005,No,,,
6/6/2005,No,,,
7/6/2005,No,,,
8/6/2005,No,,,
9/6/2005,No,,,
10/6/2005,Yes,Natural,0,
11/6/2005,Yes,Natural,0,
12/6/2005,Yes,Natural,0,
13/6/2005,Yes,Natural,0,
14/6/2005,Yes,Natural,0,
15/6/2005,Yes,Natural,1,
16/6/2005,Yes,Natural,1,
17/6/2005,Yes,Natural,8,
18/6/2005,Yes,Natural,8,
19/6/2005,Yes,Natural,9,
20/6/2005,Yes,Natural,5,
21/6/2005,Yes,Natural,3,
22/6/2005,Yes,Natural,4,
23/6/2005,Yes,Natural,4,
24/6/2005,Yes,Natural,0,
25/6/2005,Yes,Natural,0,
26/6/2005,Yes,Natural,0,
27/6/2005,Yes,Natural,0,
28/6/2005,Yes,Natural,0,
29/6/2005,Yes,Natural,0,
30/6/2005,Yes,Natural,0,
1/7/2005,Yes,Natural,0,
2/7/2005,Yes,Natural,0,
3/7/2005,Yes,Natural,0,
4/7/2005,Yes,Natural,0,
