Date,Collected?,Depth_type,Depth_(cm),# Victorian Alpine Resorts - Daily Snow Depth Records - Lake Mountain 1993-2023. CC-BY Alpine Resorts Victoria
10/6/2008,Yes,Snow-making Average,0,
11/6/2008,Yes,Snow-making Average,0,
12/6/2008,Yes,Snow-making Average,0,
13/6/2008,Yes,Snow-making Average,0,
14/6/2008,Yes,Snow-making Average,0,
15/6/2008,Yes,Snow-making Average,0,
16/6/2008,Yes,Snow-making Average,0,
17/6/2008,Yes,Snow-making Average,0,
18/6/2008,Yes,Snow-making Average,0,
19/6/2008,Yes,Snow-making Average,0,
20/6/2008,Yes,Snow-making Average,0,
21/6/2008,Yes,Snow-making Average,0,
22/6/2008,Yes,Snow-making Average,0,
23/6/2008,Yes,Snow-making Average,0,
24/6/2008,Yes,Snow-making Average,0,
25/6/2008,Yes,Snow-making Average,0,
26/6/2008,Yes,Snow-making Average,0,
27/6/2008,Yes,Snow-making Average,0,
28/6/2008,Yes,Snow-making Average,0,
29/6/2008,Yes,Snow-making Average,0,
30/6/2008,Yes,Snow-making Average,0,
1/7/2008,Yes,Snow-making Average,0,
2/7/2008,Yes,Snow-making Average,0,
3/7/2008,Yes,Snow-making Average,0,
4/7/2008,Yes,Snow-making Average,0,
5/7/2008,Yes,Snow-making Average,0,
6/7/2008,Yes,Snow-making Average,0,
7/7/2008,Yes,Snow-making Average,0,
8/7/2008,Yes,Snow-making Average,5,
9/7/2008,Yes,Snow-making Average,15,
10/7/2008,Yes,Snow-making Average,13,
11/7/2008,Yes,Snow-making Average,25,
12/7/2008,Yes,Snow-making Average,30,
13/7/2008,Yes,Snow-making Average,30,
14/7/2008,Yes,Snow-making Average,25,
15/7/2008,Yes,Snow-making Average,20,
16/7/2008,Yes,Snow-making Average,18,
17/7/2008,Yes,Snow-making Average,18,
18/7/2008,Yes,Snow-making Average,15,
19/7/2008,Yes,Snow-making Average,18,
20/7/2008,Yes,Snow-making Average,15,
21/7/2008,Yes,Snow-making Average,30,
22/7/2008,Yes,Snow-making Average,50,
23/7/2008,Yes,Snow-making Average,50,
24/7/2008,Yes,Snow-making Average,50,
25/7/2008,Yes,Snow-making Average,50,
26/7/2008,Yes,Snow-making Average,50,
27/7/2008,Yes,Snow-making Average,50,
28/7/2008,Yes,Snow-making Average,45,
29/7/2008,Yes,Snow-making Average,45,
30/7/2008,Yes,Snow-making Average,45,
31/7/2008,Yes,Snow-making Average,45,
1/8/2008,Yes,Snow-making Average,40,
2/8/2008,Yes,Snow-making Average,45,
3/8/2008,Yes,Snow-making Average,45,
4/8/2008,Yes,Snow-making Average,40,
5/8/2008,Yes,Snow-making Average,40,
6/8/2008,Yes,Snow-making Average,40,
7/8/2008,Yes,Snow-making Average,40,
8/8/2008,Yes,Snow-making Average,35,
9/8/2008,Yes,Snow-making Average,45,
10/8/2008,Yes,Snow-making Average,60,
11/8/2008,Yes,Snow-making Average,70,
12/8/2008,Yes,Snow-making Average,70,
13/8/2008,Yes,Snow-making Average,70,
14/8/2008,Yes,Snow-making Average,70,
15/8/2008,Yes,Snow-making Average,68,
16/8/2008,Yes,Snow-making Average,68,
17/8/2008,Yes,Snow-making Average,68,
18/8/2008,Yes,Snow-making Average,73,
19/8/2008,Yes,Snow-making Average,73,
20/8/2008,Yes,Snow-making Average,73,
21/8/2008,Yes,Snow-making Average,73,
22/8/2008,Yes,Snow-making Average,75,
23/8/2008,Yes,Snow-making Average,77,
24/8/2008,Yes,Snow-making Average,75,
25/8/2008,Yes,Snow-making Average,70,
26/8/2008,Yes,Snow-making Average,70,
27/8/2008,Yes,Snow-making Average,70,
28/8/2008,Yes,Snow-making Average,65,
29/8/2008,Yes,Snow-making Average,65,
30/8/2008,Yes,Snow-making Average,60,
31/8/2008,Yes,Snow-making Average,50,
1/9/2008,Yes,Snow-making Average,50,
2/9/2008,Yes,Snow-making Average,48,
3/9/2008,Yes,Snow-making Average,48,
4/9/2008,Yes,Snow-making Average,45,
5/9/2008,Yes,Snow-making Average,45,
6/9/2008,Yes,Snow-making Average,45,
7/9/2008,Yes,Snow-making Average,43,
8/9/2008,Yes,Snow-making Average,43,
9/9/2008,Yes,Snow-making Average,45,
10/9/2008,Yes,Snow-making Average,45,
11/9/2008,Yes,Snow-making Average,38,
12/9/2008,Yes,Snow-making Average,35,
13/9/2008,Yes,Snow-making Average,30,
14/9/2008,Yes,Snow-making Average,25,
15/9/2008,Yes,Snow-making Average,20,
16/9/2008,Yes,Snow-making Average,30,
17/9/2008,Yes,Snow-making Average,30,
18/9/2008,Yes,Snow-making Average,25,
19/9/2008,Yes,Snow-making Average,20,
20/9/2008,Yes,Snow-making Average,15,
21/9/2008,Yes,Snow-making Average,10,
22/9/2008,Yes,Snow-making Average,10,
23/9/2008,Yes,Snow-making Average,8,
24/9/2008,Yes,Snow-making Average,8,
25/9/2008,Yes,Snow-making Average,5,
26/9/2008,Yes,Snow-making Average,5,
27/9/2008,Yes,Snow-making Average,0,
28/9/2008,Yes,Snow-making Average,0,
29/9/2008,Yes,Snow-making Average,0,
30/9/2008,Yes,Snow-making Average,0,
1/10/2008,Yes,Snow-making Average,0,
2/10/2008,Yes,Snow-making Average,0,
3/10/2008,Yes,Snow-making Average,0,
4/10/2008,Yes,Snow-making Average,0,
5/10/2008,Yes,Snow-making Average,0,
6/10/2008,No,,,
7/10/2008,No,,,
8/10/2008,No,,,
9/10/2008,No,,,
5/6/2009,Yes,Natural,0,
6/6/2009,Yes,Natural,0,
7/6/2009,Yes,Natural,0,
8/6/2009,Yes,Natural,0,
9/6/2009,Yes,Natural,5,
10/6/2009,Yes,Natural,40,
11/6/2009,Yes,Natural,45,
12/6/2009,Yes,Natural,40,
13/6/2009,Yes,Natural,35,
14/6/2009,Yes,Natural,30,
15/6/2009,Yes,Natural,25,
16/6/2009,Yes,Natural,20,
17/6/2009,Yes,Natural,20,
18/6/2009,Yes,Natural,15,
19/6/2009,Yes,Natural,15,
20/6/2009,Yes,Natural,15,
21/6/2009,Yes,Natural,10,
22/6/2009,Yes,Natural,7,
23/6/2009,Yes,Natural,5,
24/6/2009,Yes,Natural,5,
25/6/2009,Yes,Natural,0,
26/6/2009,Yes,Natural,0,
27/6/2009,Yes,Natural,0,
28/6/2009,Yes,Natural,0,
29/6/2009,Yes,Natural,0,
30/6/2009,Yes,Natural,0,
1/7/2009,Yes,Natural,0,
2/7/2009,Yes,Natural,0,
3/7/2009,Yes,Natural,15,
4/7/2009,Yes,Natural,15,
5/7/2009,Yes,Natural,20,
6/7/2009,Yes,Natural,10,
7/7/2009,Yes,Natural,10,
8/7/2009,Yes,Natural,10,
9/7/2009,Yes,Natural,10,
10/7/2009,Yes,Natural,8,
11/7/2009,Yes,Natural,5,
12/7/2009,Yes,Natural,5,
13/7/2009,Yes,Natural,5,
14/7/2009,Yes,Natural,3,
15/7/2009,Yes,Natural,3,
16/7/2009,Yes,Natural,3,
17/7/2009,Yes,Natural,3,
18/7/2009,Yes,Natural,0,
19/7/2009,Yes,Natural,0,
20/7/2009,Yes,Natural,0,
21/7/2009,Yes,Natural,0,
22/7/2009,Yes,Natural,0,
23/7/2009,Yes,Natural,10,
24/7/2009,Yes,Natural,10,
25/7/2009,Yes,Natural,10,
26/7/2009,Yes,Natural,8,
27/7/2009,Yes,Natural,8,
28/7/2009,Yes,Natural,5,
29/7/2009,Yes,Natural,5,
30/7/2009,Yes,Natural,0,
31/7/2009,Yes,Natural,0,
1/8/2009,Yes,Natural,0,
2/8/2009,Yes,Natural,0,
3/8/2009,Yes,Natural,0,
4/8/2009,Yes,Natural,0,
5/8/2009,Yes,Natural,0,
6/8/2009,Yes,Natural,0,
7/8/2009,Yes,Natural,0,
8/8/2009,Yes,Natural,5,
9/8/2009,Yes,Natural,3,
10/8/2009,Yes,Natural,3,
11/8/2009,Yes,Natural,2,
12/8/2009,Yes,Natural,2,
13/8/2009,Yes,Natural,2,
14/8/2009,Yes,Natural,2,
15/8/2009,Yes,Natural,0,
16/8/2009,Yes,Natural,0,
17/8/2009,Yes,Natural,0,
18/8/2009,Yes,Natural,0,
19/8/2009,Yes,Natural,0,
20/8/2009,Yes,Natural,0,
21/8/2009,Yes,Natural,0,
22/8/2009,Yes,Natural,0,
23/8/2009,Yes,Natural,0,
24/8/2009,Yes,Natural,0,
25/8/2009,Yes,Natural,10,
26/8/2009,Yes,Natural,15,
27/8/2009,Yes,Natural,10,
28/8/2009,Yes,Natural,8,
29/8/2009,Yes,Natural,5,
30/8/2009,Yes,Natural,0,
31/8/2009,Yes,Natural,0,
1/9/2009,Yes,Natural,0,
2/9/2009,Yes,Natural,0,
3/9/2009,Yes,Natural,0,
4/9/2009,Yes,Natural,0,
5/9/2009,Yes,Natural,0,
6/9/2009,Yes,Natural,0,
7/9/2009,Yes,Natural,0,
8/9/2009,Yes,Natural,0,
9/9/2009,Yes,Natural,0,
10/9/2009,Yes,Natural,0,
11/9/2009,Yes,Natural,0,
12/9/2009,Yes,Natural,0,
13/9/2009,Yes,Natural,0,
14/9/2009,Yes,Natural,0,
15/9/2009,Yes,Natural,0,
16/9/2009,Yes,Natural,0,
17/9/2009,Yes,Natural,0,
18/9/2009,Yes,Natural,0,
19/9/2009,Yes,Natural,0,
20/9/2009,Yes,Natural,0,
21/9/2009,Yes,Natural,0,
22/9/2009,Yes,Natural,0,
23/9/2009,Yes,Natural,0,
24/9/2009,No,,,
25/9/2009,No,,,
26/9/2009,No,,,
27/9/2009,No,,,
28/9/2009,No,,,
29/9/2009,No,,,
30/9/2009,No,,,
1/10/2009,No,,,
2/10/2009,No,,,
3/10/2009,No,,,
4/10/2009,No,,,
5/10/2009,No,,,
6/10/2009,No,,,
7/10/2009,No,,,
8/10/2009,No,,,
9/10/2009,No,,,
5/6/2009,Yes,Snow-making Average,0,
6/6/2009,Yes,Snow-making Average,0,
7/6/2009,Yes,Snow-making Average,0,
8/6/2009,Yes,Snow-making Average,0,
9/6/2009,Yes,Snow-making Average,0,
10/6/2009,Yes,Snow-making Average,40+,
11/6/2009,Yes,Snow-making Average,45+,
12/6/2009,Yes,Snow-making Average,40+,
13/6/2009,Yes,Snow-making Average,40,
14/6/2009,Yes,Snow-making Average,40+,
15/6/2009,Yes,Snow-making Average,35+,
16/6/2009,Yes,Snow-making Average,30+,
17/6/2009,Yes,Snow-making Average,25+,
18/6/2009,Yes,Snow-making Average,15+,
19/6/2009,Yes,Snow-making Average,15+,
20/6/2009,Yes,Snow-making Average,15+,
21/6/2009,Yes,Snow-making Average,15+,
22/6/2009,Yes,Snow-making Average,10+,
23/6/2009,Yes,Snow-making Average,10+,
24/6/2009,Yes,Snow-making Average,10+,
25/6/2009,Yes,Snow-making Average,10+,
26/6/2009,Yes,Snow-making Average,10+,
27/6/2009,Yes,Snow-making Average,10+,
28/6/2009,Yes,Snow-making Average,15+,
29/6/2009,Yes,Snow-making Average,15+,
30/6/2009,Yes,Snow-making Average,10+,
1/7/2009,Yes,Snow-making Average,0,
2/7/2009,Yes,Snow-making Average,0,
3/7/2009,Yes,Snow-making Average,20,
4/7/2009,Yes,Snow-making Average,20,
5/7/2009,Yes,Snow-making Average,20+,
6/7/2009,Yes,Snow-making Average,15+,
7/7/2009,Yes,Snow-making Average,20+,
8/7/2009,Yes,Snow-making Average,20+,
9/7/2009,Yes,Snow-making Average,20+,
10/7/2009,Yes,Snow-making Average,15+,
11/7/2009,Yes,Snow-making Average,10+,
12/7/2009,Yes,Snow-making Average,10+,
13/7/2009,Yes,Snow-making Average,10+,
14/7/2009,Yes,Snow-making Average,10+,
15/7/2009,Yes,Snow-making Average,8+,
16/7/2009,Yes,Snow-making Average,5+,
17/7/2009,Yes,Snow-making Average,8+,
18/7/2009,Yes,Snow-making Average,8+,
19/7/2009,Yes,Snow-making Average,98,
20/7/2009,Yes,Snow-making Average,5+,
21/7/2009,Yes,Snow-making Average,5+,
22/7/2009,Yes,Snow-making Average,5+,
23/7/2009,Yes,Snow-making Average,100,
24/7/2009,Yes,Snow-making Average,18,
25/7/2009,Yes,Snow-making Average,15,
26/7/2009,Yes,Snow-making Average,15,
27/7/2009,Yes,Snow-making Average,15+,
28/7/2009,Yes,Snow-making Average,15+,
29/7/2009,Yes,Snow-making Average,12+,
30/7/2009,Yes,Snow-making Average,5+,
31/7/2009,Yes,Snow-making Average,5+,
1/8/2009,Yes,Snow-making Average,5+,
2/8/2009,Yes,Snow-making Average,5+,
3/8/2009,Yes,Snow-making Average,5+,
4/8/2009,Yes,Snow-making Average,5+,
5/8/2009,Yes,Snow-making Average,5+,
6/8/2009,Yes,Snow-making Average,5+,
7/8/2009,Yes,Snow-making Average,5+,
8/8/2009,Yes,Snow-making Average,10+,
9/8/2009,Yes,Snow-making Average,10+,
10/8/2009,Yes,Snow-making Average,10+,
11/8/2009,Yes,Snow-making Average,10+,
12/8/2009,Yes,Snow-making Average,10+,
13/8/2009,Yes,Snow-making Average,5+,
14/8/2009,Yes,Snow-making Average,5+,
15/8/2009,Yes,Snow-making Average,5+,
16/8/2009,Yes,Snow-making Average,3+,
17/8/2009,Yes,Snow-making Average,0,
18/8/2009,Yes,Snow-making Average,0,
19/8/2009,Yes,Snow-making Average,0,
20/8/2009,Yes,Snow-making Average,0,
21/8/2009,Yes,Snow-making Average,0,
22/8/2009,Yes,Snow-making Average,0,
23/8/2009,Yes,Snow-making Average,2+,
24/8/2009,Yes,Snow-making Average,0,
25/8/2009,Yes,Snow-making Average,10,
26/8/2009,Yes,Snow-making Average,15,
27/8/2009,Yes,Snow-making Average,10,
28/8/2009,Yes,Snow-making Average,10,
29/8/2009,Yes,Snow-making Average,5,
30/8/2009,Yes,Snow-making Average,0,
31/8/2009,Yes,Snow-making Average,0,
1/9/2009,Yes,Snow-making Average,0,
2/9/2009,Yes,Snow-making Average,0,
3/9/2009,Yes,Snow-making Average,0,
4/9/2009,Yes,Snow-making Average,0,
5/9/2009,Yes,Snow-making Average,0,
6/9/2009,Yes,Snow-making Average,0,
7/9/2009,Yes,Snow-making Average,0,
8/9/2009,Yes,Snow-making Average,0,
9/9/2009,Yes,Snow-making Average,0,
10/9/2009,Yes,Snow-making Average,0,
11/9/2009,Yes,Snow-making Average,0,
12/9/2009,Yes,Snow-making Average,0,
13/9/2009,Yes,Snow-making Average,0,
14/9/2009,Yes,Snow-making Average,0,
15/9/2009,Yes,Snow-making Average,0,
16/9/2009,Yes,Snow-making Average,0,
17/9/2009,Yes,Snow-making Average,0,
18/9/2009,Yes,Snow-making Average,0,
19/9/2009,Yes,Snow-making Average,0,
20/9/2009,Yes,Snow-making Average,0,
21/9/2009,Yes,Snow-making Average,0,
22/9/2009,Yes,Snow-making Average,0,
23/9/2009,Yes,Snow-making Average,0,
24/9/2009,No,,,
25/9/2009,No,,,
26/9/2009,No,,,
27/9/2009,No,,,
28/9/2009,No,,,
29/9/2009,No,,,
30/9/2009,No,,,
1/10/2009,No,,,
2/10/2009,No,,,
3/10/2009,No,,,
4/10/2009,No,,,
5/10/2009,No,,,
6/10/2009,No,,,
7/10/2009,No,,,
8/10/2009,No,,,
9/10/2009,No,,,
5/6/2010,No,,,
6/6/2010,No,,,
7/6/2010,No,,,
8/6/2010,No,,,
9/6/2010,No,,,
10/6/2010,No,,,
11/6/2010,No,,,
12/6/2010,Yes,Natural,10,
13/6/2010,Yes,Natural,10,
14/6/2010,Yes,Natural,10,
15/6/2010,Yes,Natural,8,
16/6/2010,Yes,Natural,8,
17/6/2010,Yes,Natural,8,
18/6/2010,Yes,Natural,5,
19/6/2010,Yes,Natural,0,
20/6/2010,Yes,Natural,0,
21/6/2010,Yes,Natural,0,
22/6/2010,Yes,Natural,0,
23/6/2010,Yes,Natural,0,
24/6/2010,Yes,Natural,0,
25/6/2010,Yes,Natural,0,
26/6/2010,Yes,Natural,5,
27/6/2010,Yes,Natural,5,
28/6/2010,Yes,Natural,0,
29/6/2010,Yes,Natural,0,
30/6/2010,Yes,Natural,10,
1/7/2010,Yes,Natural,15,
2/7/2010,Yes,Natural,15,
3/7/2010,Yes,Natural,20,
4/7/2010,Yes,Natural,15,
5/7/2010,Yes,Natural,15,
6/7/2010,Yes,Natural,15,
7/7/2010,Yes,Natural,10,
8/7/2010,Yes,Natural,10,
9/7/2010,Yes,Natural,10,
10/7/2010,Yes,Natural,8,
11/7/2010,Yes,Natural,5,
12/7/2010,Yes,Natural,0,
13/7/2010,Yes,Natural,0,
14/7/2010,Yes,Natural,0,
15/7/2010,Yes,Natural,30,
16/7/2010,Yes,Natural,20,
17/7/2010,Yes,Natural,18,
18/7/2010,Yes,Natural,18,
19/7/2010,Yes,Natural,20,
20/7/2010,Yes,Natural,20,
21/7/2010,Yes,Natural,20,
22/7/2010,Yes,Natural,15,
23/7/2010,Yes,Natural,13,
24/7/2010,Yes,Natural,12,
25/7/2010,Yes,Natural,10,
26/7/2010,Yes,Natural,5,
27/7/2010,Yes,Natural,5,
28/7/2010,Yes,Natural,5,
29/7/2010,Yes,Natural,4,
30/7/2010,Yes,Natural,4,
31/7/2010,Yes,Natural,4,
1/8/2010,Yes,Natural,0,
2/8/2010,Yes,Natural,10,
3/8/2010,Yes,Natural,38,
4/8/2010,Yes,Natural,25,
5/8/2010,Yes,Natural,15,
6/8/2010,Yes,Natural,20,
7/8/2010,Yes,Natural,20,
8/8/2010,Yes,Natural,20,
9/8/2010,Yes,Natural,20,
10/8/2010,Yes,Natural,20,
11/8/2010,Yes,Natural,18,
12/8/2010,Yes,Natural,26,
13/8/2010,Yes,Natural,20,
14/8/2010,Yes,Natural,20,
15/8/2010,Yes,Natural,18,
16/8/2010,Yes,Natural,17,
17/8/2010,Yes,Natural,30,
18/8/2010,Yes,Natural,30,
19/8/2010,Yes,Natural,35,
20/8/2010,Yes,Natural,40,
21/8/2010,Yes,Natural,40,
22/8/2010,Yes,Natural,42,
23/8/2010,Yes,Natural,42,
24/8/2010,Yes,Natural,35,
25/8/2010,Yes,Natural,45,
26/8/2010,Yes,Natural,60,
27/8/2010,Yes,Natural,70,
28/8/2010,Yes,Natural,75,
29/8/2010,Yes,Natural,70,
30/8/2010,Yes,Natural,70,
31/8/2010,Yes,Natural,68,
1/9/2010,Yes,Natural,60,
2/9/2010,Yes,Natural,55,
3/9/2010,Yes,Natural,55,
4/9/2010,Yes,Natural,45,
5/9/2010,Yes,Natural,30,
6/9/2010,Yes,Natural,35,
7/9/2010,Yes,Natural,35,
8/9/2010,Yes,Natural,33,
9/9/2010,Yes,Natural,30,
10/9/2010,Yes,Natural,25,
11/9/2010,Yes,Natural,27,
12/9/2010,Yes,Natural,25,
13/9/2010,Yes,Natural,23,
14/9/2010,Yes,Natural,23,
15/9/2010,Yes,Natural,20,
16/9/2010,Yes,Natural,20,
17/9/2010,Yes,Natural,28,
18/9/2010,Yes,Natural,23,
19/9/2010,Yes,Natural,15,
20/9/2010,Yes,Natural,10,
21/9/2010,Yes,Natural,10,
22/9/2010,Yes,Natural,8,
23/9/2010,Yes,Natural,6,
24/9/2010,Yes,Natural,6,
25/9/2010,Yes,Natural,6,
26/9/2010,Yes,Natural,6,
27/9/2010,Yes,Natural,4,
28/9/2010,Yes,Natural,2,
29/9/2010,Yes,Natural,2,
30/9/2010,Yes,Natural,3,
1/10/2010,Yes,Natural,3,
2/10/2010,Yes,Natural,2,
3/10/2010,Yes,Natural,2,
4/10/2010,No,,,
5/10/2010,No,,,
6/10/2010,No,,,
7/10/2010,No,,,
8/10/2010,No,,,
9/10/2010,No,,,
5/6/2010,No,,,
6/6/2010,No,,,
7/6/2010,No,,,
8/6/2010,No,,,
9/6/2010,No,,,
10/6/2010,No,,,
11/6/2010,No,,,
12/6/2010,Yes,Snow-making Average,20+,
13/6/2010,Yes,Snow-making Average,20+,
14/6/2010,Yes,Snow-making Average,20+,
15/6/2010,Yes,Snow-making Average,20+,
16/6/2010,Yes,Snow-making Average,20+,
17/6/2010,Yes,Snow-making Average,20+,
18/6/2010,Yes,Snow-making Average,15+,
19/6/2010,Yes,Snow-making Average,15+,
20/6/2010,Yes,Snow-making Average,10+,
21/6/2010,Yes,Snow-making Average,10+,
22/6/2010,Yes,Snow-making Average,10+,
23/6/2010,Yes,Snow-making Average,10+,
24/6/2010,Yes,Snow-making Average,10+,
25/6/2010,Yes,Snow-making Average,8+,
26/6/2010,Yes,Snow-making Average,10+,
27/6/2010,Yes,Snow-making Average,10+,
28/6/2010,Yes,Snow-making Average,20+,
29/6/2010,Yes,Snow-making Average,20+,
30/6/2010,Yes,Snow-making Average,30+,
1/7/2010,Yes,Snow-making Average,50+,
2/7/2010,Yes,Snow-making Average,50+,
3/7/2010,Yes,Snow-making Average,50+,
4/7/2010,Yes,Snow-making Average,50+,
5/7/2010,Yes,Snow-making Average,55+,
6/7/2010,Yes,Snow-making Average,55+,
7/7/2010,Yes,Snow-making Average,55+,
8/7/2010,Yes,Snow-making Average,55+,
9/7/2010,Yes,Snow-making Average,55+,
10/7/2010,Yes,Snow-making Average,55+,
11/7/2010,Yes,Snow-making Average,45+,
12/7/2010,Yes,Snow-making Average,45+,
13/7/2010,Yes,Snow-making Average,45+,
14/7/2010,Yes,Snow-making Average,30+,
15/7/2010,Yes,Snow-making Average,55+,
16/7/2010,Yes,Snow-making Average,55+,
17/7/2010,Yes,Snow-making Average,65+,
18/7/2010,Yes,Snow-making Average,65+,
19/7/2010,Yes,Snow-making Average,65+,
20/7/2010,Yes,Snow-making Average,65+,
21/7/2010,Yes,Snow-making Average,65+,
22/7/2010,Yes,Snow-making Average,65,
23/7/2010,Yes,Snow-making Average,65+,
24/7/2010,Yes,Snow-making Average,65+,
25/7/2010,Yes,Snow-making Average,65+,
26/7/2010,Yes,Snow-making Average,70+,
27/7/2010,Yes,Snow-making Average,70+,
28/7/2010,Yes,Snow-making Average,70+,
29/7/2010,Yes,Snow-making Average,60+,
30/7/2010,Yes,Snow-making Average,55+,
31/7/2010,Yes,Snow-making Average,55+,
1/8/2010,Yes,Snow-making Average,50+,
2/8/2010,Yes,Snow-making Average,50+,
3/8/2010,Yes,Snow-making Average,70+,
4/8/2010,Yes,Snow-making Average,70+,
5/8/2010,Yes,Snow-making Average,70+,
6/8/2010,Yes,Snow-making Average,85+,
7/8/2010,Yes,Snow-making Average,85+,
8/8/2010,Yes,Snow-making Average,85+,
9/8/2010,Yes,Snow-making Average,85+,
10/8/2010,Yes,Snow-making Average,75+,
11/8/2010,Yes,Snow-making Average,75+,
12/8/2010,Yes,Snow-making Average,75+,
13/8/2010,Yes,Snow-making Average,65+,
14/8/2010,Yes,Snow-making Average,70+,
15/8/2010,Yes,Snow-making Average,70+,
16/8/2010,Yes,Snow-making Average,70+,
17/8/2010,Yes,Snow-making Average,80+,
18/8/2010,Yes,Snow-making Average,80+,
19/8/2010,Yes,Snow-making Average,80+,
20/8/2010,Yes,Snow-making Average,85+,
21/8/2010,Yes,Snow-making Average,85+,
22/8/2010,Yes,Snow-making Average,85+,
23/8/2010,Yes,Snow-making Average,85+,
24/8/2010,Yes,Snow-making Average,85+,
25/8/2010,Yes,Snow-making Average,95+,
26/8/2010,Yes,Snow-making Average,95+,
27/8/2010,Yes,Snow-making Average,100+,
28/8/2010,Yes,Snow-making Average,100+,
29/8/2010,Yes,Snow-making Average,100+,
30/8/2010,Yes,Snow-making Average,100+,
31/8/2010,Yes,Snow-making Average,100+,
1/9/2010,Yes,Snow-making Average,100+,
2/9/2010,Yes,Snow-making Average,90+,
3/9/2010,Yes,Snow-making Average,90+,
4/9/2010,Yes,Snow-making Average,80+,
5/9/2010,Yes,Snow-making Average,70+,
6/9/2010,Yes,Snow-making Average,70+,
7/9/2010,Yes,Snow-making Average,70+,
8/9/2010,Yes,Snow-making Average,65+,
9/9/2010,Yes,Snow-making Average,60+,
10/9/2010,Yes,Snow-making Average,55+,
11/9/2010,Yes,Snow-making Average,55+,
12/9/2010,Yes,Snow-making Average,45+,
13/9/2010,Yes,Snow-making Average,45+,
14/9/2010,Yes,Snow-making Average,45+,
15/9/2010,Yes,Snow-making Average,45+,
16/9/2010,Yes,Snow-making Average,45+,
17/9/2010,Yes,Snow-making Average,45+,
18/9/2010,Yes,Snow-making Average,47+,
19/9/2010,Yes,Snow-making Average,40+,
20/9/2010,Yes,Snow-making Average,35+,
21/9/2010,Yes,Snow-making Average,35+,
22/9/2010,Yes,Snow-making Average,30+,
23/9/2010,Yes,Snow-making Average,28+,
24/9/2010,Yes,Snow-making Average,14+,
25/9/2010,Yes,Snow-making Average,14+,
26/9/2010,Yes,Snow-making Average,14+,
27/9/2010,Yes,Snow-making Average,10+,
28/9/2010,Yes,Snow-making Average,9+,
29/9/2010,Yes,Snow-making Average,9+,
30/9/2010,Yes,Snow-making Average,3+,
1/10/2010,Yes,Snow-making Average,3+,
2/10/2010,Yes,Snow-making Average,2+,
3/10/2010,Yes,Snow-making Average,2+,
4/10/2010,No,,,
5/10/2010,No,,,
6/10/2010,No,,,
7/10/2010,No,,,
8/10/2010,No,,,
9/10/2010,No,,,
5/6/2011,No,,,
6/6/2011,No,,,
7/6/2011,No,,,
8/6/2011,No,,,
9/6/2011,No,,,
10/6/2011,No,,,
11/6/2011,Yes,Natural,16,
12/6/2011,Yes,Natural,15,
13/6/2011,Yes,Natural,15,
14/6/2011,Yes,Natural,15,
15/6/2011,Yes,Natural,10,
16/6/2011,Yes,Natural,10,
17/6/2011,Yes,Natural,10,
18/6/2011,Yes,Natural,10,
19/6/2011,Yes,Natural,10,
20/6/2011,Yes,Natural,8,
21/6/2011,Yes,Natural,8,
22/6/2011,Yes,Natural,30,
23/6/2011,Yes,Natural,30,
24/6/2011,Yes,Natural,20,
25/6/2011,Yes,Natural,15,
26/6/2011,Yes,Natural,10,
27/6/2011,Yes,Natural,10,
28/6/2011,Yes,Natural,10,
29/6/2011,Yes,Natural,8,
30/6/2011,Yes,Natural,5,
1/7/2011,Yes,Natural,5,
2/7/2011,Yes,Natural,5,
3/7/2011,Yes,Natural,5,
4/7/2011,Yes,Natural,5,
5/7/2011,Yes,Natural,10,
6/7/2011,Yes,Natural,15,
7/7/2011,Yes,Natural,25,
8/7/2011,Yes,Natural,35,
9/7/2011,Yes,Natural,30,
10/7/2011,Yes,Natural,30,
11/7/2011,Yes,Natural,35,
12/7/2011,Yes,Natural,35,
13/7/2011,Yes,Natural,30,
14/7/2011,Yes,Natural,30,
15/7/2011,Yes,Natural,30,
16/7/2011,Yes,Natural,30,
17/7/2011,Yes,Natural,30,
18/7/2011,Yes,Natural,25,
19/7/2011,Yes,Natural,25,
20/7/2011,Yes,Natural,20,
21/7/2011,Yes,Natural,20,
22/7/2011,Yes,Natural,20,
23/7/2011,Yes,Natural,18,
24/7/2011,Yes,Natural,15,
25/7/2011,Yes,Natural,15,
26/7/2011,Yes,Natural,15,
27/7/2011,Yes,Natural,16,
28/7/2011,Yes,Natural,15,
29/7/2011,Yes,Natural,15,
30/7/2011,Yes,Natural,15,
31/7/2011,Yes,Natural,10,
1/8/2011,Yes,Natural,10,
2/8/2011,Yes,Natural,10,
3/8/2011,Yes,Natural,8,
4/8/2011,Yes,Natural,5,
5/8/2011,Yes,Natural,0,
6/8/2011,Yes,Natural,0,
7/8/2011,Yes,Natural,0,
8/8/2011,Yes,Natural,0,
9/8/2011,Yes,Natural,0,
10/8/2011,Yes,Natural,0,
11/8/2011,Yes,Natural,0,
12/8/2011,Yes,Natural,0,
13/8/2011,Yes,Natural,0,
14/8/2011,Yes,Natural,0,
15/8/2011,Yes,Natural,0,
16/8/2011,Yes,Natural,0,
17/8/2011,Yes,Natural,0,
18/8/2011,Yes,Natural,0,
19/8/2011,Yes,Natural,0,
20/8/2011,Yes,Natural,0,
21/8/2011,Yes,Natural,0,
22/8/2011,Yes,Natural,0,
23/8/2011,Yes,Natural,0,
