Date,Collected?,Depth_type,Depth_(cm),,
17/7/2012,Yes,Snow-making Average,71+,,
18/7/2012,Yes,Snow-making Average,71+,,
19/7/2012,Yes,Snow-making Average,71+,,
20/7/2012,Yes,Snow-making Average,72+,,
21/7/2012,Yes,Snow-making Average,71+,,
22/7/2012,Yes,Snow-making Average,71+,,
23/7/2012,Yes,Snow-making Average,68+,,
24/7/2012,Yes,Snow-making Average,71+,,
25/7/2012,Yes,Snow-making Average,68+,,
26/7/2012,Yes,Snow-making Average,71+,,
27/7/2012,Yes,Snow-making Average,75+,,
28/7/2012,Yes,Snow-making Average,75+,,
29/7/2012,Yes,Snow-making Average,75+,,
30/7/2012,Yes,Snow-making Average,75+,,
31/7/2012,Yes,Snow-making Average,77+,,
1/8/2012,Yes,Snow-making Average,77+,,
2/8/2012,Yes,Snow-making Average,77+,,
3/8/2012,Yes,Snow-making Average,79+,,
4/8/2012,Yes,Snow-making Average,79+,,
5/8/2012,Yes,Snow-making Average,84+,,
6/8/2012,Yes,Snow-making Average,85+,,
7/8/2012,Yes,Snow-making Average,90+,,
8/8/2012,Yes,Snow-making Average,90+,,
9/8/2012,Yes,Snow-making Average,100+,,
10/8/2012,Yes,Snow-making Average,105+,,
11/8/2012,Yes,Snow-making Average,105+,,
12/8/2012,Yes,Snow-making Average,105+,,
13/8/2012,Yes,Snow-making Average,105+,,
14/8/2012,Yes,Snow-making Average,105+,,
15/8/2012,Yes,Snow-making Average,117+,,
16/8/2012,Yes,Snow-making Average,117+,,
17/8/2012,Yes,Snow-making Average,121+,,
18/8/2012,Yes,Snow-making Average,140+,,
19/8/2012,Yes,Snow-making Average,142+,,
20/8/2012,Yes,Snow-making Average,142+,,
21/8/2012,Yes,Snow-making Average,144+,,
22/8/2012,Yes,Snow-making Average,144+,,
23/8/2012,Yes,Snow-making Average,144+,,
24/8/2012,Yes,Snow-making Average,139+,,
25/8/2012,Yes,Snow-making Average,139+,,
26/8/2012,Yes,Snow-making Average,149+,,
27/8/2012,Yes,Snow-making Average,149+,,
28/8/2012,Yes,Snow-making Average,149+,,
29/8/2012,Yes,Snow-making Average,149+,,
30/8/2012,Yes,Snow-making Average,149+,,
31/8/2012,Yes,Snow-making Average,159+,,
1/9/2012,Yes,Snow-making Average,160+,,
2/9/2012,Yes,Snow-making Average,160+,,
3/9/2012,Yes,Snow-making Average,160+,,
4/9/2012,Yes,Snow-making Average,155+,,
5/9/2012,Yes,Snow-making Average,145+,,
6/9/2012,Yes,Snow-making Average,145+,,
7/9/2012,Yes,Snow-making Average,149+,,
8/9/2012,Yes,Snow-making Average,159+,,
9/9/2012,Yes,Snow-making Average,160+,,
10/9/2012,Yes,Snow-making Average,160+,,
11/9/2012,Yes,Snow-making Average,160+,,
12/9/2012,Yes,Snow-making Average,160+,,
13/9/2012,Yes,Snow-making Average,150+,,
14/9/2012,Yes,Snow-making Average,150+,,
15/9/2012,Yes,Snow-making Average,150+,,
16/9/2012,Yes,Snow-making Average,149+,,
17/9/2012,Yes,Snow-making Average,145+,,
18/9/2012,Yes,Snow-making Average,143+,,
19/9/2012,Yes,Snow-making Average,140+,,
20/9/2012,Yes,Snow-making Average,135+,,
21/9/2012,Yes,Snow-making Average,132+,,
22/9/2012,Yes,Snow-making Average,122+,,
23/9/2012,Yes,Snow-making Average,122+,,
24/9/2012,Yes,Snow-making Average,116+,,
25/9/2012,Yes,Snow-making Average,116+,,
26/9/2012,Yes,Snow-making Average,114+,,
27/9/2012,Yes,Snow-making Average,110+,,
28/9/2012,Yes,Snow-making Average,105+,,
29/9/2012,Yes,Snow-making Average,105+,,
30/9/2012,Yes,Snow-making Average,111+,,
1/10/2012,Yes,Snow-making Average,111+,,
2/10/2012,Yes,Snow-making Average,107+,,
3/10/2012,Yes,Snow-making Average,104+,,
4/10/2012,Yes,Snow-making Average,98+,,
5/10/2012,Yes,Snow-making Average,95+,,
6/10/2012,Yes,Snow-making Average,85+,,
7/10/2012,Yes,Snow-making Average,85+,,
8/10/2012,No,,,,
9/10/2012,No,,,,
5/6/2013,No,,,,
6/6/2013,No,,,,
7/6/2013,No,,,,
8/6/2013,No,,,,
9/6/2013,No,,,,
10/6/2013,No,,,,
11/6/2013,No,,,,
12/6/2013,No,,,,
13/6/2013,No,,,,
14/6/2013,No,,,,
15/6/2013,No,,,,
16/6/2013,No,,,,
17/6/2013,No,,,,
18/6/2013,No,,,,
19/6/2013,No,,,,
20/6/2013,No,,,,
21/6/2013,No,,,,
22/6/2013,No,,,,
23/6/2013,No,,,,
24/6/2013,No,,,,
25/6/2013,No,,,,
26/6/2013,No,,,,
27/6/2013,Yes,Natural,13,,
28/6/2013,Yes,Natural,13,,
29/6/2013,Yes,Natural,13,,
30/6/2013,Yes,Natural,8,,
1/7/2013,Yes,Natural,5,,
2/7/2013,Yes,Natural,0,,
3/7/2013,Yes,Natural,0,,
4/7/2013,Yes,Natural,0,,
5/7/2013,Yes,Natural,1,,
6/7/2013,Yes,Natural,1,,
7/7/2013,Yes,Natural,12,,
8/7/2013,Yes,Natural,29,,
9/7/2013,Yes,Natural,29,,
10/7/2013,Yes,Natural,28,,
11/7/2013,Yes,Natural,28,,
12/7/2013,Yes,Natural,29,,
13/7/2013,Yes,Natural,29,,
14/7/2013,Yes,Natural,29,,
15/7/2013,Yes,Natural,14,,
16/7/2013,Yes,Natural,9,,
17/7/2013,Yes,Natural,9,,
18/7/2013,Yes,Natural,9,,
19/7/2013,Yes,Natural,0,,
20/7/2013,Yes,Natural,6,,
21/7/2013,Yes,Natural,6,,
22/7/2013,Yes,Natural,31,,
23/7/2013,Yes,Natural,31,,
24/7/2013,Yes,Natural,30,,
25/7/2013,Yes,Natural,29,,
26/7/2013,Yes,Natural,29,,
27/7/2013,Yes,Natural,29,,
28/7/2013,Yes,Natural,29,,
29/7/2013,Yes,Natural,20,,
30/7/2013,Yes,Natural,10,,
31/7/2013,Yes,Natural,10,,
1/8/2013,Yes,Natural,10,,
2/8/2013,Yes,Natural,10,,
3/8/2013,Yes,Natural,15,,
4/8/2013,Yes,Natural,27,,
5/8/2013,Yes,Natural,9,,
6/8/2013,Yes,Natural,32,,
7/8/2013,Yes,Natural,31,,
8/8/2013,Yes,Natural,53,,
9/8/2013,Yes,Natural,53,,
10/8/2013,Yes,Natural,46,,
11/8/2013,Yes,Natural,46,,
12/8/2013,Yes,Natural,43,,
13/8/2013,Yes,Natural,51,,
14/8/2013,Yes,Natural,45,,
15/8/2013,Yes,Natural,56,,
16/8/2013,Yes,Natural,56,,
17/8/2013,Yes,Natural,57,,
18/8/2013,Yes,Natural,61,,
19/8/2013,Yes,Natural,54,,
20/8/2013,Yes,Natural,61,,
21/8/2013,Yes,Natural,63,,
22/8/2013,Yes,Natural,69,,
23/8/2013,Yes,Natural,83,,
24/8/2013,Yes,Natural,83,,
25/8/2013,Yes,Natural,83,,
26/8/2013,Yes,Natural,80,,
27/8/2013,Yes,Natural,80,,
28/8/2013,Yes,Natural,75,,
29/8/2013,Yes,Natural,75,,
30/8/2013,Yes,Natural,50,,
31/8/2013,Yes,Natural,48,,
1/9/2013,Yes,Natural,44,,
2/9/2013,Yes,Natural,41,,
3/9/2013,Yes,Natural,31,,
4/9/2013,Yes,Natural,28,,
5/9/2013,Yes,Natural,14,,
6/9/2013,Yes,Natural,10,,
7/9/2013,Yes,Natural,9,,
8/9/2013,Yes,Natural,7,,
9/9/2013,Yes,Natural,4,,
10/9/2013,Yes,Natural,0,,
11/9/2013,Yes,Natural,0,,
12/9/2013,Yes,Natural,3,,
13/9/2013,Yes,Natural,0,,
14/9/2013,Yes,Natural,0,,
15/9/2013,Yes,Natural,0,,
16/9/2013,Yes,Natural,0,,
17/9/2013,Yes,Natural,0,,
18/9/2013,Yes,Natural,0,,
19/9/2013,Yes,Natural,10,,
20/9/2013,Yes,Natural,10,,
21/9/2013,Yes,Natural,5,,
22/9/2013,Yes,Natural,0,,
23/9/2013,No,,,,
24/9/2013,No,,,,
25/9/2013,No,,,,
26/9/2013,No,,,,
27/9/2013,No,,,,
28/9/2013,No,,,,
29/9/2013,No,,,,
30/9/2013,No,,,,
1/10/2013,No,,,,
2/10/2013,No,,,,
3/10/2013,No,,,,
4/10/2013,No,,,,
5/10/2013,No,,,,
6/10/2013,No,,,,
7/10/2013,No,,,,
8/10/2013,No,,,,
9/10/2013,No,,,,
5/6/2013,No,,,,
6/6/2013,No,,,,
7/6/2013,No,,,,
8/6/2013,No,,,,
9/6/2013,No,,,,
10/6/2013,No,,,,
11/6/2013,No,,,,
12/6/2013,No,,,,
13/6/2013,No,,,,
14/6/2013,No,,,,
15/6/2013,No,,,,
16/6/2013,No,,,,
17/6/2013,No,,,,
18/6/2013,No,,,,
19/6/2013,No,,,,
20/6/2013,No,,,,
21/6/2013,No,,,,
22/6/2013,No,,,,
23/6/2013,No,,,,
24/6/2013,No,,,,
25/6/2013,No,,,,
26/6/2013,No,,,,
27/6/2013,Yes,Snow-making Average,33,,
28/6/2013,Yes,Snow-making Average,33,,
29/6/2013,Yes,Snow-making Average,33,,
30/6/2013,Yes,Snow-making Average,30,,
1/7/2013,Yes,Snow-making Average,25,,
2/7/2013,Yes,Snow-making Average,20,,
3/7/2013,Yes,Snow-making Average,17,,
4/7/2013,Yes,Snow-making Average,15,,
5/7/2013,Yes,Snow-making Average,15,,
6/7/2013,Yes,Snow-making Average,15,,
7/7/2013,Yes,Snow-making Average,34,,
8/7/2013,Yes,Snow-making Average,41,,
9/7/2013,Yes,Snow-making Average,41,,
10/7/2013,Yes,Snow-making Average,42,,
11/7/2013,Yes,Snow-making Average,42,,
12/7/2013,Yes,Snow-making Average,43,,
13/7/2013,Yes,Snow-making Average,47,,
14/7/2013,Yes,Snow-making Average,47,,
15/7/2013,Yes,Snow-making Average,30,,
16/7/2013,Yes,Snow-making Average,27,,
17/7/2013,Yes,Snow-making Average,27,,
18/7/2013,Yes,Snow-making Average,25,,
19/7/2013,Yes,Snow-making Average,15,,
20/7/2013,Yes,Snow-making Average,10+,,
21/7/2013,Yes,Snow-making Average,10+,,
22/7/2013,Yes,Snow-making Average,43,,
23/7/2013,Yes,Snow-making Average,43,,
24/7/2013,Yes,Snow-making Average,44,,
25/7/2013,Yes,Snow-making Average,44,,
26/7/2013,Yes,Snow-making Average,44,,
27/7/2013,Yes,Snow-making Average,44,,
28/7/2013,Yes,Snow-making Average,44,,
29/7/2013,Yes,Snow-making Average,38,,
30/7/2013,Yes,Snow-making Average,28,,
31/7/2013,Yes,Snow-making Average,28,,
1/8/2013,Yes,Snow-making Average,28,,
2/8/2013,Yes,Snow-making Average,24,,
3/8/2013,Yes,Snow-making Average,39,,
4/8/2013,Yes,Snow-making Average,50,,
5/8/2013,Yes,Snow-making Average,33,,
6/8/2013,Yes,Snow-making Average,55,,
7/8/2013,Yes,Snow-making Average,50,,
8/8/2013,Yes,Snow-making Average,72,,
9/8/2013,Yes,Snow-making Average,72,,
10/8/2013,Yes,Snow-making Average,70,,
11/8/2013,Yes,Snow-making Average,70,,
12/8/2013,Yes,Snow-making Average,65,,
13/8/2013,Yes,Snow-making Average,77,,
14/8/2013,Yes,Snow-making Average,73,,
15/8/2013,Yes,Snow-making Average,83,,
16/8/2013,Yes,Snow-making Average,83,,
17/8/2013,Yes,Snow-making Average,87,,
18/8/2013,Yes,Snow-making Average,92,,
19/8/2013,Yes,Snow-making Average,87,,
20/8/2013,Yes,Snow-making Average,90,,
21/8/2013,Yes,Snow-making Average,90,,
22/8/2013,Yes,Snow-making Average,101,,
23/8/2013,Yes,Snow-making Average,118,,
24/8/2013,Yes,Snow-making Average,115,,
25/8/2013,Yes,Snow-making Average,115,,
26/8/2013,Yes,Snow-making Average,115,,
27/8/2013,Yes,Snow-making Average,115,,
28/8/2013,Yes,Snow-making Average,110,,
29/8/2013,Yes,Snow-making Average,110,,
30/8/2013,Yes,Snow-making Average,85,,
31/8/2013,Yes,Snow-making Average,85,,
1/9/2013,Yes,Snow-making Average,81,,
2/9/2013,Yes,Snow-making Average,78,,
3/9/2013,Yes,Snow-making Average,68,,
4/9/2013,Yes,Snow-making Average,74,,
5/9/2013,Yes,Snow-making Average,67,,
6/9/2013,Yes,Snow-making Average,60,,
7/9/2013,Yes,Snow-making Average,55,,
8/9/2013,Yes,Snow-making Average,53,,
9/9/2013,Yes,Snow-making Average,50,,
10/9/2013,Yes,Snow-making Average,50,,
11/9/2013,Yes,Snow-making Average,45,,
12/9/2013,Yes,Snow-making Average,45,,
13/9/2013,Yes,Snow-making Average,48,,
14/9/2013,Yes,Snow-making Average,45,,
15/9/2013,Yes,Snow-making Average,45,,
16/9/2013,Yes,Snow-making Average,45,,
17/9/2013,Yes,Snow-making Average,30,,
18/9/2013,Yes,Snow-making Average,25,,
19/9/2013,Yes,Snow-making Average,30,,
20/9/2013,Yes,Snow-making Average,30,,
21/9/2013,Yes,Snow-making Average,30,,
22/9/2013,Yes,Snow-making Average,25,,
23/9/2013,No,,,,
24/9/2013,No,,,,
25/9/2013,No,,,,
26/9/2013,No,,,,
27/9/2013,No,,,,
28/9/2013,No,,,,
29/9/2013,No,,,,
30/9/2013,No,,,,
1/10/2013,No,,,,
2/10/2013,No,,,,
3/10/2013,No,,,,
4/10/2013,No,,,,
5/10/2013,No,,,,
6/10/2013,No,,,,
7/10/2013,No,,,,
8/10/2013,No,,,,
9/10/2013,No,,,,
5/6/2014,No,,,,
6/6/2014,No,,,,
7/6/2014,No,,,,
8/6/2014,No,,,,
9/6/2014,No,,,,
10/6/2014,No,,,,
11/6/2014,No,,,,
12/6/2014,No,,,,
13/6/2014,No,,,,
14/6/2014,No,,,,
15/6/2014,No,,,,
16/6/2014,No,,,,
17/6/2014,No,,,,
18/6/2014,No,,,,
19/6/2014,No,,,,
20/6/2014,No,,,,
21/6/2014,No,,,,
22/6/2014,No,,,,
23/6/2014,No,,,,
24/6/2014,Yes,Natural,23,,
25/6/2014,Yes,Natural,40,,
26/6/2014,Yes,Natural,33,,
27/6/2014,Yes,Natural,33,,
28/6/2014,Yes,Natural,35,,
29/6/2014,Yes,Natural,54,,
30/6/2014,Yes,Natural,59,,
1/7/2014,Yes,Natural,61,,
2/7/2014,Yes,Natural,61,,
3/7/2014,Yes,Natural,60,,
4/7/2014,Yes,Natural,60,,
5/7/2014,Yes,Natural,62,,
6/7/2014,Yes,Natural,69,,
7/7/2014,Yes,Natural,71,,
8/7/2014,Yes,Natural,71,,
9/7/2014,Yes,Natural,74,,
10/7/2014,Yes,Natural,93,,
11/7/2014,Yes,Natural,93,,
12/7/2014,Yes,Natural,94,,
13/7/2014,Yes,Natural,97,,
14/7/2014,Yes,Natural,97,,
15/7/2014,Yes,Natural,97,,
16/7/2014,Yes,Natural,100,,
17/7/2014,Yes,Natural,104,,
18/7/2014,Yes,Natural,108,,
19/7/2014,Yes,Natural,108,,
20/7/2014,Yes,Natural,108,,
21/7/2014,Yes,Natural,108,,
22/7/2014,Yes,Natural,108,,
23/7/2014,Yes,Natural,106,,
24/7/2014,Yes,Natural,104,,
25/7/2014,Yes,Natural,104,,
26/7/2014,Yes,Natural,104,,
27/7/2014,Yes,Natural,102,,
28/7/2014,Yes,Natural,101,,
29/7/2014,Yes,Natural,100,,
30/7/2014,Yes,Natural,87,,
31/7/2014,Yes,Natural,85,,
1/8/2014,Yes,Natural,82,,
2/8/2014,Yes,Natural,96,,
3/8/2014,Yes,Natural,96,,
4/8/2014,Yes,Natural,96,,
5/8/2014,Yes,Natural,96,,
6/8/2014,Yes,Natural,96,,
7/8/2014,Yes,Natural,96,,
8/8/2014,Yes,Natural,96,,
9/8/2014,Yes,Natural,90,,
10/8/2014,Yes,Natural,90,,
11/8/2014,Yes,Natural,93,,
12/8/2014,Yes,Natural,93,,
13/8/2014,Yes,Natural,93,,
14/8/2014,Yes,Natural,93,,
15/8/2014,Yes,Natural,93,,
16/8/2014,Yes,Natural,93,,
17/8/2014,Yes,Natural,90,,
18/8/2014,Yes,Natural,87,,
19/8/2014,Yes,Natural,86,,
20/8/2014,Yes,Natural,83,,
21/8/2014,Yes,Natural,83,,
22/8/2014,Yes,Natural,83,,
23/8/2014,Yes,Natural,83,,
24/8/2014,Yes,Natural,79,,
25/8/2014,Yes,Natural,79,,
26/8/2014,Yes,Natural,75,,
27/8/2014,Yes,Natural,73,,
28/8/2014,Yes,Natural,73,,
29/8/2014,Yes,Natural,72,,
30/8/2014,Yes,Natural,70,,
31/8/2014,Yes,Natural,70,,
1/9/2014,Yes,Natural,65,,
2/9/2014,Yes,Natural,69,,
3/9/2014,Yes,Natural,71,,
4/9/2014,Yes,Natural,71,,
5/9/2014,Yes,Natural,71,,
6/9/2014,Yes,Natural,66,,
7/9/2014,Yes,Natural,66,,
8/9/2014,Yes,Natural,66,,
9/9/2014,Yes,Natural,60,,
10/9/2014,Yes,Natural,35,,
11/9/2014,Yes,Natural,35,,
12/9/2014,Yes,Natural,34,,
13/9/2014,Yes,Natural,34,,
14/9/2014,Yes,Natural,34,,
15/9/2014,Yes,Natural,26,,
16/9/2014,Yes,Natural,20,,
17/9/2014,Yes,Natural,20,,
18/9/2014,Yes,Natural,25,,
19/9/2014,Yes,Natural,22,,
20/9/2014,Yes,Natural,22,,
21/9/2014,Yes,Natural,20,,
22/9/2014,Yes,Natural,17,,
23/9/2014,Yes,Natural,17,,
24/9/2014,Yes,Natural,13,,
25/9/2014,Yes,Natural,12,,
26/9/2014,Yes,Natural,8,,
27/9/2014,Yes,Natural,7,,
28/9/2014,Yes,Natural,6,,
29/9/2014,No,,,,
30/9/2014,No,,,,
1/10/2014,No,,,,
2/10/2014,No,,,,
3/10/2014,No,,,,
4/10/2014,No,,,,
5/10/2014,No,,,,
6/10/2014,No,,,,
7/10/2014,No,,,,
8/10/2014,No,,,,
9/10/2014,No,,,,
5/6/2014,No,,,,
6/6/2014,No,,,,
7/6/2014,No,,,,
8/6/2014,No,,,,
9/6/2014,No,,,,
10/6/2014,No,,,,
11/6/2014,No,,,,
12/6/2014,No,,,,
13/6/2014,No,,,,
14/6/2014,No,,,,
15/6/2014,No,,,,
16/6/2014,No,,,,
17/6/2014,No,,,,
18/6/2014,No,,,,
19/6/2014,No,,,,
20/6/2014,No,,,,
21/6/2014,No,,,,
22/6/2014,No,,,,
23/6/2014,No,,,,
24/6/2014,Yes,Snow-making Average,35,,
25/6/2014,Yes,Snow-making Average,45,,
26/6/2014,Yes,Snow-making Average,42,,
27/6/2014,Yes,Snow-making Average,42,,
28/6/2014,Yes,Snow-making Average,43,,
29/6/2014,Yes,Snow-making Average,58,,
30/6/2014,Yes,Snow-making Average,62,,
1/7/2014,Yes,Snow-making Average,64,,
2/7/2014,Yes,Snow-making Average,64,,
3/7/2014,Yes,Snow-making Average,63,,
4/7/2014,Yes,Snow-making Average,63,,
5/7/2014,Yes,Snow-making Average,66,,
6/7/2014,Yes,Snow-making Average,73,,
7/7/2014,Yes,Snow-making Average,75,,
8/7/2014,Yes,Snow-making Average,75,,
9/7/2014,Yes,Snow-making Average,77,,
10/7/2014,Yes,Snow-making Average,97,,
11/7/2014,Yes,Snow-making Average,97,,
12/7/2014,Yes,Snow-making Average,98,,
13/7/2014,Yes,Snow-making Average,103,,
14/7/2014,Yes,Snow-making Average,105,,
15/7/2014,Yes,Snow-making Average,105,,
16/7/2014,Yes,Snow-making Average,105,,
17/7/2014,Yes,Snow-making Average,111,,
18/7/2014,Yes,Snow-making Average,114,,
19/7/2014,Yes,Snow-making Average,115,,
20/7/2014,Yes,Snow-making Average,115+,,
21/7/2014,Yes,Snow-making Average,120+,,
22/7/2014,Yes,Snow-making Average,121,,
23/7/2014,Yes,Snow-making Average,122,,
24/7/2014,Yes,Snow-making Average,122,,
25/7/2014,Yes,Snow-making Average,122,,
26/7/2014,Yes,Snow-making Average,122,,
27/7/2014,Yes,Snow-making Average,120,,
28/7/2014,Yes,Snow-making Average,119,,
29/7/2014,Yes,Snow-making Average,118,,
30/7/2014,Yes,Snow-making Average,106,,
31/7/2014,Yes,Snow-making Average,104,,
1/8/2014,Yes,Snow-making Average,104,,
2/8/2014,Yes,Snow-making Average,117,,
3/8/2014,Yes,Snow-making Average,122,,
4/8/2014,Yes,Snow-making Average,122,,
5/8/2014,Yes,Snow-making Average,122,,
6/8/2014,Yes,Snow-making Average,122,,
7/8/2014,Yes,Snow-making Average,122,,
8/8/2014,Yes,Snow-making Average,122,,
9/8/2014,Yes,Snow-making Average,116,,
10/8/2014,Yes,Snow-making Average,116,,
11/8/2014,Yes,Snow-making Average,118,,
12/8/2014,Yes,Snow-making Average,120,,
13/8/2014,Yes,Snow-making Average,120,,
14/8/2014,Yes,Snow-making Average,120,,
15/8/2014,Yes,Snow-making Average,120,,
16/8/2014,Yes,Snow-making Average,120,,
17/8/2014,Yes,Snow-making Average,118,,
18/8/2014,Yes,Snow-making Average,116,,
19/8/2014,Yes,Snow-making Average,115,,
20/8/2014,Yes,Snow-making Average,113,,
21/8/2014,Yes,Snow-making Average,113,,
22/8/2014,Yes,Snow-making Average,113,,
23/8/2014,Yes,Snow-making Average,113,,
24/8/2014,Yes,Snow-making Average,110,,
25/8/2014,Yes,Snow-making Average,110,,
26/8/2014,Yes,Snow-making Average,106,,
27/8/2014,Yes,Snow-making Average,104,,
28/8/2014,Yes,Snow-making Average,103,,
29/8/2014,Yes,Snow-making Average,101,,
30/8/2014,Yes,Snow-making Average,100,,
31/8/2014,Yes,Snow-making Average,100,,
1/9/2014,Yes,Snow-making Average,95,,
2/9/2014,Yes,Snow-making Average,99,,
3/9/2014,Yes,Snow-making Average,100,,
4/9/2014,Yes,Snow-making Average,100,,
5/9/2014,Yes,Snow-making Average,100,,
6/9/2014,Yes,Snow-making Average,95,,
7/9/2014,Yes,Snow-making Average,95,,
8/9/2014,Yes,Snow-making Average,95,,
9/9/2014,Yes,Snow-making Average,90,,
10/9/2014,Yes,Snow-making Average,55,,
11/9/2014,Yes,Snow-making Average,55,,
12/9/2014,Yes,Snow-making Average,54,,
13/9/2014,Yes,Snow-making Average,54,,
14/9/2014,Yes,Snow-making Average,54,,
15/9/2014,Yes,Snow-making Average,47,,
16/9/2014,Yes,Snow-making Average,41,,
17/9/2014,Yes,Snow-making Average,41,,
18/9/2014,Yes,Snow-making Average,44,,
19/9/2014,Yes,Snow-making Average,44,,
20/9/2014,Yes,Snow-making Average,44,,
21/9/2014,Yes,Snow-making Average,42,,
22/9/2014,Yes,Snow-making Average,39,,
23/9/2014,Yes,Snow-making Average,38,,
24/9/2014,Yes,Snow-making Average,35,,
25/9/2014,Yes,Snow-making Average,34,,
26/9/2014,Yes,Snow-making Average,30,,
27/9/2014,Yes,Snow-making Average,29,,
28/9/2014,Yes,Snow-making Average,28,,
29/9/2014,No,,,,
30/9/2014,No,,,,
1/10/2014,No,,,,
2/10/2014,No,,,,
3/10/2014,No,,,,
4/10/2014,No,,,,
5/10/2014,No,,,,
6/10/2014,No,,,,
7/10/2014,No,,,,
8/10/2014,No,,,,
9/10/2014,No,,,,
5/6/2015,No,,,,
6/6/2015,Yes,Natural,30,,
7/6/2015,Yes,Natural,30,,
8/6/2015,Yes,Natural,25,,
9/6/2015,Yes,Natural,4,,
10/6/2015,Yes,Natural,4,,
11/6/2015,Yes,Natural,0,,
12/6/2015,Yes,Natural,0,,
13/6/2015,Yes,Natural,0,,
14/6/2015,Yes,Natural,0,,
15/6/2015,Yes,Natural,0,,
16/6/2015,Yes,Natural,0,,
17/6/2015,Yes,Natural,0,,
18/6/2015,Yes,Natural,0,,
19/6/2015,Yes,Natural,0,,
20/6/2015,Yes,Natural,0,,
21/6/2015,Yes,Natural,0,,
22/6/2015,Yes,Natural,0,,
23/6/2015,Yes,Natural,0,,
24/6/2015,Yes,Natural,0,,
25/6/2015,Yes,Natural,0,,
26/6/2015,Yes,Natural,0,,
27/6/2015,Yes,Natural,0,,
28/6/2015,Yes,Natural,0,,
29/6/2015,Yes,Natural,0,,
30/6/2015,Yes,Natural,0,,
1/7/2015,Yes,Natural,0,,
2/7/2015,Yes,Natural,0,,
3/7/2015,Yes,Natural,0,,
4/7/2015,Yes,Natural,0,,
5/7/2015,Yes,Natural,0,,
6/7/2015,Yes,Natural,0,,
7/7/2015,Yes,Natural,0,,
8/7/2015,Yes,Natural,5,,
9/7/2015,Yes,Natural,5,,
10/7/2015,Yes,Natural,5,,
11/7/2015,Yes,Natural,5,,
12/7/2015,Yes,Natural,26,,
13/7/2015,Yes,Natural,28,,
14/7/2015,Yes,Natural,34,,
15/7/2015,Yes,Natural,35,,
16/7/2015,Yes,Natural,36,,
17/7/2015,Yes,Natural,37,,
18/7/2015,Yes,Natural,37,,
19/7/2015,Yes,Natural,37,,
20/7/2015,Yes,Natural,37,,
21/7/2015,Yes,Natural,35,,
22/7/2015,Yes,Natural,31,,
23/7/2015,Yes,Natural,32,,
24/7/2015,Yes,Natural,32,,
25/7/2015,Yes,Natural,37,,
26/7/2015,Yes,Natural,46,,
27/7/2015,Yes,Natural,52,,
28/7/2015,Yes,Natural,52,,
29/7/2015,Yes,Natural,56,,
30/7/2015,Yes,Natural,56,,
31/7/2015,Yes,Natural,56,,
1/8/2015,Yes,Natural,53,,
2/8/2015,Yes,Natural,45,,
3/8/2015,Yes,Natural,47,,
4/8/2015,Yes,Natural,53,,
5/8/2015,Yes,Natural,56,,
6/8/2015,Yes,Natural,61,,
7/8/2015,Yes,Natural,61,,
8/8/2015,Yes,Natural,61,,
9/8/2015,Yes,Natural,61,,
10/8/2015,Yes,Natural,61,,
11/8/2015,Yes,Natural,67,,
12/8/2015,Yes,Natural,67,,
13/8/2015,Yes,Natural,76,,
14/8/2015,Yes,Natural,76,,
15/8/2015,Yes,Natural,76,,
16/8/2015,Yes,Natural,76,,
17/8/2015,Yes,Natural,73,,
18/8/2015,Yes,Natural,74,,
19/8/2015,Yes,Natural,74,,
20/8/2015,Yes,Natural,74,,
21/8/2015,Yes,Natural,74,,
22/8/2015,Yes,Natural,72,,
23/8/2015,Yes,Natural,60,,
24/8/2015,Yes,Natural,55,,
25/8/2015,Yes,Natural,55,,
26/8/2015,Yes,Natural,54,,
27/8/2015,Yes,Natural,55,,
28/8/2015,Yes,Natural,56,,
29/8/2015,Yes,Natural,57,,
30/8/2015,Yes,Natural,57,,
31/8/2015,Yes,Natural,57,,
1/9/2015,Yes,Natural,55,,
2/9/2015,Yes,Natural,55,,
3/9/2015,Yes,Natural,52,,
4/9/2015,Yes,Natural,51,,
5/9/2015,Yes,Natural,51,,
6/9/2015,Yes,Natural,49,,
7/9/2015,Yes,Natural,50,,
8/9/2015,Yes,Natural,56,,
9/9/2015,Yes,Natural,56,,
10/9/2015,Yes,Natural,55,,
11/9/2015,Yes,Natural,53,,
12/9/2015,Yes,Natural,53,,
13/9/2015,Yes,Natural,49,,
14/9/2015,Yes,Natural,41,,
15/9/2015,Yes,Natural,32,,
16/9/2015,Yes,Natural,32,,
17/9/2015,Yes,Natural,27,,
18/9/2015,Yes,Natural,20,,
19/9/2015,Yes,Natural,18,,
20/9/2015,Yes,Natural,16,,
21/9/2015,Yes,Natural,16,,
22/9/2015,Yes,Natural,16,,
23/9/2015,Yes,Natural,18,,
24/9/2015,Yes,Natural,13,,
25/9/2015,Yes,Natural,10,,
26/9/2015,Yes,Natural,7,,
27/9/2015,Yes,,0,,
28/9/2015,No,,,,
29/9/2015,No,,,,
30/9/2015,No,,,,
1/10/2015,No,,,,
2/10/2015,No,,,,
3/10/2015,No,,,,
4/10/2015,No,,,,
5/10/2015,No,,,,
6/10/2015,No,,,,
7/10/2015,No,,,,
8/10/2015,No,,,,
9/10/2015,No,,,,
5/6/2015,No,,,,
6/6/2015,Yes,Snow-making Average,30,,
