Date,Collected?,Depth_type,Depth_(cm),,
13/9/2006,Yes,Natural,0,,
14/9/2006,Yes,Natural,0,,
15/9/2006,Yes,Natural,0,,
16/9/2006,Yes,Natural,0,,
17/9/2006,Yes,Natural,0,,
18/9/2006,Yes,Natural,0,,
19/9/2006,Yes,Natural,0,,
20/9/2006,Yes,Natural,0,,
21/9/2006,Yes,Natural,0,,
22/9/2006,Yes,Natural,0,,
23/9/2006,Yes,Natural,0,,
24/9/2006,Yes,Natural,0,,
25/9/2006,Yes,Natural,0,,
26/9/2006,Yes,Natural,0,,
27/9/2006,Yes,Natural,0,,
28/9/2006,Yes,Natural,0,,
29/9/2006,Yes,Natural,0,,
30/9/2006,Yes,Natural,0,,
1/10/2006,Yes,Natural,0,,
2/10/2006,Yes,Natural,0,,
3/10/2006,Yes,Natural,0,,
4/10/2006,Yes,Natural,0,,
5/10/2006,Yes,Natural,0,,
6/10/2006,Yes,Natural,0,,
7/10/2006,Yes,Natural,0,,
8/10/2006,No,,,,
9/10/2006,No,,,,
5/6/2006,No,,,,
6/6/2006,No,,,,
7/6/2006,No,,,,
8/6/2006,Yes,Snow-making Average,0,,
9/6/2006,Yes,Snow-making Average,0,,
10/6/2006,Yes,Snow-making Average,0,,
11/6/2006,Yes,Snow-making Average,0,,
12/6/2006,Yes,Snow-making Average,20,,
13/6/2006,Yes,Snow-making Average,20,,
14/6/2006,Yes,Snow-making Average,20,,
15/6/2006,Yes,Snow-making Average,24,,
16/6/2006,Yes,Snow-making Average,24,,
17/6/2006,Yes,Snow-making Average,24,,
18/6/2006,Yes,Snow-making Average,24,,
19/6/2006,Yes,Snow-making Average,24,,
20/6/2006,Yes,Snow-making Average,24,,
21/6/2006,Yes,Snow-making Average,24,,
22/6/2006,Yes,Snow-making Average,24,,
23/6/2006,Yes,Snow-making Average,24,,
24/6/2006,Yes,Snow-making Average,30,,
25/6/2006,Yes,Snow-making Average,30,,
26/6/2006,Yes,Snow-making Average,34,,
27/6/2006,Yes,Snow-making Average,35,,
28/6/2006,Yes,Snow-making Average,35,,
29/6/2006,Yes,Snow-making Average,35,,
30/6/2006,Yes,Snow-making Average,33,,
1/7/2006,Yes,Snow-making Average,31,,
2/7/2006,Yes,Snow-making Average,29,,
3/7/2006,Yes,Snow-making Average,29,,
4/7/2006,Yes,Snow-making Average,29,,
5/7/2006,Yes,Snow-making Average,29,,
6/7/2006,Yes,Snow-making Average,30,,
7/7/2006,Yes,Snow-making Average,28,,
8/7/2006,Yes,Snow-making Average,28,,
9/7/2006,Yes,Snow-making Average,28,,
10/7/2006,Yes,Snow-making Average,30,,
11/7/2006,Yes,Snow-making Average,36,,
12/7/2006,Yes,Snow-making Average,40,,
13/7/2006,Yes,Snow-making Average,43,,
14/7/2006,Yes,Snow-making Average,43,,
15/7/2006,Yes,Snow-making Average,43,,
16/7/2006,Yes,Snow-making Average,38,,
17/7/2006,Yes,Snow-making Average,35,,
18/7/2006,Yes,Snow-making Average,30,,
19/7/2006,Yes,Snow-making Average,30,,
20/7/2006,Yes,Snow-making Average,30,,
21/7/2006,Yes,Snow-making Average,30,,
22/7/2006,Yes,Snow-making Average,30,,
23/7/2006,Yes,Snow-making Average,30,,
24/7/2006,Yes,Snow-making Average,32,,
25/7/2006,Yes,Snow-making Average,32,,
26/7/2006,Yes,Snow-making Average,32,,
27/7/2006,Yes,Snow-making Average,32,,
28/7/2006,Yes,Snow-making Average,32,,
29/7/2006,Yes,Snow-making Average,30,,
30/7/2006,Yes,Snow-making Average,30,,
31/7/2006,Yes,Snow-making Average,43,,
1/8/2006,Yes,Snow-making Average,48,,
2/8/2006,Yes,Snow-making Average,50,,
3/8/2006,Yes,Snow-making Average,52,,
4/8/2006,Yes,Snow-making Average,52,,
5/8/2006,Yes,Snow-making Average,52,,
6/8/2006,Yes,Snow-making Average,52,,
7/8/2006,Yes,Snow-making Average,52,,
8/8/2006,Yes,Snow-making Average,52,,
9/8/2006,Yes,Snow-making Average,52,,
10/8/2006,Yes,Snow-making Average,53,,
11/8/2006,Yes,Snow-making Average,53,,
12/8/2006,Yes,Snow-making Average,55,,
13/8/2006,Yes,Snow-making Average,54,,
14/8/2006,Yes,Snow-making Average,53,,
15/8/2006,Yes,Snow-making Average,53,,
16/8/2006,Yes,Snow-making Average,53,,
17/8/2006,Yes,Snow-making Average,53,,
18/8/2006,Yes,Snow-making Average,55,,
19/8/2006,Yes,Snow-making Average,55,,
20/8/2006,Yes,Snow-making Average,56,,
21/8/2006,Yes,Snow-making Average,56,,
22/8/2006,Yes,Snow-making Average,55,,
23/8/2006,Yes,Snow-making Average,56,,
24/8/2006,Yes,Snow-making Average,55,,
25/8/2006,Yes,Snow-making Average,51,,
26/8/2006,Yes,Snow-making Average,54,,
27/8/2006,Yes,Snow-making Average,53,,
28/8/2006,Yes,Snow-making Average,52,,
29/8/2006,Yes,Snow-making Average,51,,
30/8/2006,Yes,Snow-making Average,50,,
31/8/2006,Yes,Snow-making Average,48,,
1/9/2006,Yes,Snow-making Average,45,,
2/9/2006,Yes,Snow-making Average,40,,
3/9/2006,Yes,Snow-making Average,35,,
4/9/2006,Yes,Snow-making Average,35,,
5/9/2006,Yes,Snow-making Average,36,,
6/9/2006,Yes,Snow-making Average,36,,
7/9/2006,Yes,Snow-making Average,36,,
8/9/2006,Yes,Snow-making Average,36,,
9/9/2006,Yes,Snow-making Average,32,,
10/9/2006,Yes,Snow-making Average,32,,
11/9/2006,Yes,Snow-making Average,32,,
12/9/2006,Yes,Snow-making Average,32,,
13/9/2006,Yes,Snow-making Average,22,,
14/9/2006,Yes,Snow-making Average,21,,
15/9/2006,Yes,Snow-making Average,21,,
16/9/2006,Yes,Snow-making Average,20,,
17/9/2006,Yes,Snow-making Average,20,,
18/9/2006,Yes,Snow-making Average,20,,
19/9/2006,Yes,Snow-making Average,15,,
20/9/2006,Yes,Snow-making Average,0,,
21/9/2006,Yes,Snow-making Average,0,,
22/9/2006,Yes,Snow-making Average,0,,
23/9/2006,Yes,Snow-making Average,0,,
24/9/2006,Yes,Snow-making Average,0,,
25/9/2006,Yes,Snow-making Average,0,,
26/9/2006,Yes,Snow-making Average,0,,
27/9/2006,Yes,Snow-making Average,0,,
28/9/2006,Yes,Snow-making Average,0,,
29/9/2006,Yes,Snow-making Average,0,,
30/9/2006,Yes,Snow-making Average,0,,
1/10/2006,Yes,Snow-making Average,0,,
2/10/2006,Yes,Snow-making Average,0,,
3/10/2006,Yes,Snow-making Average,0,,
4/10/2006,Yes,Snow-making Average,0,,
5/10/2006,Yes,Snow-making Average,0,,
6/10/2006,Yes,Snow-making Average,0,,
7/10/2006,Yes,Snow-making Average,0,,
8/10/2006,No,,,,
9/10/2006,No,,,,
5/6/2007,No,,,,
6/6/2007,No,,,,
7/6/2007,No,,,,
8/6/2007,Yes,Natural,25,,
9/6/2007,Yes,Natural,25,,
10/6/2007,Yes,Natural,25,,
11/6/2007,Yes,Natural,25,,
12/6/2007,Yes,Natural,25,,
13/6/2007,Yes,Natural,28,,
14/6/2007,Yes,Natural,32,,
15/6/2007,Yes,Natural,32,,
16/6/2007,Yes,Natural,32,,
17/6/2007,Yes,Natural,32,,
18/6/2007,Yes,Natural,32,,
19/6/2007,Yes,Natural,34,,
20/6/2007,Yes,Natural,46,,
21/6/2007,Yes,Natural,46,,
22/6/2007,Yes,Natural,53,,
23/6/2007,Yes,Natural,53,,
24/6/2007,Yes,Natural,53,,
25/6/2007,Yes,Natural,53,,
26/6/2007,Yes,Natural,53,,
27/6/2007,Yes,Natural,54,,
28/6/2007,Yes,Natural,42,,
29/6/2007,Yes,Natural,42,,
30/6/2007,Yes,Natural,45,,
1/7/2007,Yes,Natural,48,,
2/7/2007,Yes,Natural,51,,
3/7/2007,Yes,Natural,51,,
4/7/2007,Yes,Natural,47,,
5/7/2007,Yes,Natural,60,,
6/7/2007,Yes,Natural,75,,
7/7/2007,Yes,Natural,79,,
8/7/2007,Yes,Natural,83,,
9/7/2007,Yes,Natural,83,,
10/7/2007,Yes,Natural,83,,
11/7/2007,Yes,Natural,83,,
12/7/2007,Yes,Natural,83,,
13/7/2007,Yes,Natural,83,,
14/7/2007,Yes,Natural,85,,
15/7/2007,Yes,Natural,85,,
16/7/2007,Yes,Natural,85,,
17/7/2007,Yes,Natural,85,,
18/7/2007,Yes,Natural,91,,
19/7/2007,Yes,Natural,92,,
20/7/2007,Yes,Natural,92,,
21/7/2007,Yes,Natural,92,,
22/7/2007,Yes,Natural,92,,
23/7/2007,Yes,Natural,92,,
24/7/2007,Yes,Natural,92,,
25/7/2007,Yes,Natural,92,,
26/7/2007,Yes,Natural,92,,
27/7/2007,Yes,Natural,85,,
28/7/2007,Yes,Natural,87,,
29/7/2007,Yes,Natural,87,,
30/7/2007,Yes,Natural,87,,
31/7/2007,Yes,Natural,87,,
1/8/2007,Yes,Natural,87,,
2/8/2007,Yes,Natural,82,,
3/8/2007,Yes,Natural,82,,
4/8/2007,Yes,Natural,82,,
5/8/2007,Yes,Natural,87,,
6/8/2007,Yes,Natural,87,,
7/8/2007,Yes,Natural,87,,
8/8/2007,Yes,Natural,87,,
9/8/2007,Yes,Natural,82,,
10/8/2007,Yes,Natural,80,,
11/8/2007,Yes,Natural,78,,
12/8/2007,Yes,Natural,73,,
13/8/2007,Yes,Natural,75,,
14/8/2007,Yes,Natural,75,,
15/8/2007,Yes,Natural,75,,
16/8/2007,Yes,Natural,75,,
17/8/2007,Yes,Natural,75,,
18/8/2007,Yes,Natural,75,,
19/8/2007,Yes,Natural,75,,
20/8/2007,Yes,Natural,73,,
21/8/2007,Yes,Natural,72,,
22/8/2007,Yes,Natural,72,,
23/8/2007,Yes,Natural,70,,
24/8/2007,Yes,Natural,70,,
25/8/2007,Yes,Natural,68,,
26/8/2007,Yes,Natural,68,,
27/8/2007,Yes,Natural,66,,
28/8/2007,Yes,Natural,60,,
29/8/2007,Yes,Natural,56,,
30/8/2007,Yes,Natural,53,,
31/8/2007,Yes,Natural,45,,
1/9/2007,Yes,Natural,43,,
2/9/2007,Yes,Natural,43,,
3/9/2007,Yes,Natural,41,,
4/9/2007,Yes,Natural,41,,
5/9/2007,Yes,Natural,42,,
6/9/2007,Yes,Natural,42,,
7/9/2007,Yes,Natural,35,,
8/9/2007,Yes,Natural,35,,
9/9/2007,Yes,Natural,35,,
10/9/2007,Yes,Natural,35,,
11/9/2007,Yes,Natural,33,,
12/9/2007,Yes,Natural,33,,
13/9/2007,Yes,Natural,30,,
14/9/2007,Yes,Natural,30,,
15/9/2007,Yes,Natural,30,,
16/9/2007,Yes,Natural,30,,
17/9/2007,Yes,Natural,35,,
18/9/2007,Yes,Natural,35,,
19/9/2007,Yes,Natural,32,,
20/9/2007,Yes,Natural,30,,
21/9/2007,Yes,Natural,29,,
22/9/2007,Yes,Natural,29,,
23/9/2007,Yes,Natural,29,,
24/9/2007,Yes,Natural,28,,
25/9/2007,Yes,Natural,25,,
26/9/2007,Yes,Natural,25,,
27/9/2007,Yes,Natural,23,,
28/9/2007,Yes,Natural,23,,
29/9/2007,Yes,Natural,27,,
30/9/2007,Yes,Natural,27,,
1/10/2007,Yes,Natural,0,,
2/10/2007,No,,,,
3/10/2007,No,,,,
4/10/2007,No,,,,
5/10/2007,No,,,,
6/10/2007,No,,,,
7/10/2007,No,,,,
8/10/2007,No,,,,
9/10/2007,No,,,,
5/6/2007,No,,,,
6/6/2007,No,,,,
7/6/2007,No,,,,
8/6/2007,Yes,Snow-making Average,25,,
9/6/2007,Yes,Snow-making Average,25,,
10/6/2007,Yes,Snow-making Average,25,,
11/6/2007,Yes,Snow-making Average,25,,
12/6/2007,Yes,Snow-making Average,25,,
13/6/2007,Yes,Snow-making Average,28,,
14/6/2007,Yes,Snow-making Average,45,,
15/6/2007,Yes,Snow-making Average,45,,
16/6/2007,Yes,Snow-making Average,45,,
17/6/2007,Yes,Snow-making Average,45,,
18/6/2007,Yes,Snow-making Average,45,,
19/6/2007,Yes,Snow-making Average,50,,
20/6/2007,Yes,Snow-making Average,55,,
21/6/2007,Yes,Snow-making Average,55,,
22/6/2007,Yes,Snow-making Average,63,,
23/6/2007,Yes,Snow-making Average,63,,
24/6/2007,Yes,Snow-making Average,63,,
25/6/2007,Yes,Snow-making Average,63,,
26/6/2007,Yes,Snow-making Average,63,,
27/6/2007,Yes,Snow-making Average,64,,
28/6/2007,Yes,Snow-making Average,64,,
29/6/2007,Yes,Snow-making Average,52,,
30/6/2007,Yes,Snow-making Average,55,,
1/7/2007,Yes,Snow-making Average,55,,
2/7/2007,Yes,Snow-making Average,58,,
3/7/2007,Yes,Snow-making Average,58,,
4/7/2007,Yes,Snow-making Average,56,,
5/7/2007,Yes,Snow-making Average,70,,
6/7/2007,Yes,Snow-making Average,85,,
7/7/2007,Yes,Snow-making Average,90,,
8/7/2007,Yes,Snow-making Average,96,,
9/7/2007,Yes,Snow-making Average,96,,
10/7/2007,Yes,Snow-making Average,96,,
11/7/2007,Yes,Snow-making Average,96,,
12/7/2007,Yes,Snow-making Average,96,,
13/7/2007,Yes,Snow-making Average,96,,
14/7/2007,Yes,Snow-making Average,98,,
15/7/2007,Yes,Snow-making Average,98,,
16/7/2007,Yes,Snow-making Average,98,,
17/7/2007,Yes,Snow-making Average,102,,
18/7/2007,Yes,Snow-making Average,110,,
19/7/2007,Yes,Snow-making Average,112,,
20/7/2007,Yes,Snow-making Average,112,,
21/7/2007,Yes,Snow-making Average,112,,
22/7/2007,Yes,Snow-making Average,112,,
23/7/2007,Yes,Snow-making Average,112,,
24/7/2007,Yes,Snow-making Average,112,,
25/7/2007,Yes,Snow-making Average,112,,
26/7/2007,Yes,Snow-making Average,112,,
27/7/2007,Yes,Snow-making Average,105,,
28/7/2007,Yes,Snow-making Average,107,,
29/7/2007,Yes,Snow-making Average,107,,
30/7/2007,Yes,Snow-making Average,107,,
31/7/2007,Yes,Snow-making Average,107,,
1/8/2007,Yes,Snow-making Average,107,,
2/8/2007,Yes,Snow-making Average,104,,
3/8/2007,Yes,Snow-making Average,104,,
4/8/2007,Yes,Snow-making Average,104,,
5/8/2007,Yes,Snow-making Average,112,,
6/8/2007,Yes,Snow-making Average,112,,
7/8/2007,Yes,Snow-making Average,112,,
8/8/2007,Yes,Snow-making Average,112,,
9/8/2007,Yes,Snow-making Average,107,,
10/8/2007,Yes,Snow-making Average,105,,
11/8/2007,Yes,Snow-making Average,103,,
12/8/2007,Yes,Snow-making Average,100,,
13/8/2007,Yes,Snow-making Average,103,,
14/8/2007,Yes,Snow-making Average,105,,
15/8/2007,Yes,Snow-making Average,107,,
16/8/2007,Yes,Snow-making Average,107,,
17/8/2007,Yes,Snow-making Average,107,,
18/8/2007,Yes,Snow-making Average,107,,
19/8/2007,Yes,Snow-making Average,107,,
20/8/2007,Yes,Snow-making Average,105,,
21/8/2007,Yes,Snow-making Average,105,,
22/8/2007,Yes,Snow-making Average,105,,
23/8/2007,Yes,Snow-making Average,105,,
24/8/2007,Yes,Snow-making Average,105,,
25/8/2007,Yes,Snow-making Average,103,,
26/8/2007,Yes,Snow-making Average,103,,
27/8/2007,Yes,Snow-making Average,101,,
28/8/2007,Yes,Snow-making Average,94,,
29/8/2007,Yes,Snow-making Average,92,,
30/8/2007,Yes,Snow-making Average,90,,
31/8/2007,Yes,Snow-making Average,90,,
1/9/2007,Yes,Snow-making Average,85,,
2/9/2007,Yes,Snow-making Average,85,,
3/9/2007,Yes,Snow-making Average,85,,
4/9/2007,Yes,Snow-making Average,85,,
5/9/2007,Yes,Snow-making Average,86,,
6/9/2007,Yes,Snow-making Average,86,,
7/9/2007,Yes,Snow-making Average,81,,
8/9/2007,Yes,Snow-making Average,81,,
9/9/2007,Yes,Snow-making Average,81,,
10/9/2007,Yes,Snow-making Average,81,,
11/9/2007,Yes,Snow-making Average,79,,
12/9/2007,Yes,Snow-making Average,79,,
13/9/2007,Yes,Snow-making Average,70,,
14/9/2007,Yes,Snow-making Average,70,,
15/9/2007,Yes,Snow-making Average,70,,
16/9/2007,Yes,Snow-making Average,70,,
17/9/2007,Yes,Snow-making Average,65,,
18/9/2007,Yes,Snow-making Average,65,,
19/9/2007,Yes,Snow-making Average,65,,
20/9/2007,Yes,Snow-making Average,65,,
21/9/2007,Yes,Snow-making Average,65,,
22/9/2007,Yes,Snow-making Average,65,,
23/9/2007,Yes,Snow-making Average,65,,
24/9/2007,Yes,Snow-making Average,64,,
25/9/2007,Yes,Snow-making Average,60,,
26/9/2007,Yes,Snow-making Average,60,,
27/9/2007,Yes,Snow-making Average,58,,
28/9/2007,Yes,Snow-making Average,58,,
29/9/2007,Yes,Snow-making Average,62,,
30/9/2007,Yes,Snow-making Average,62,,
1/10/2007,Yes,Snow-making Average,0,,
2/10/2007,No,,,,
3/10/2007,No,,,,
4/10/2007,No,,,,
5/10/2007,No,,,,
6/10/2007,No,,,,
7/10/2007,No,,,,
8/10/2007,No,,,,
9/10/2007,No,,,,
5/6/2008,No,,,,
6/6/2008,No,,,,
7/6/2008,Yes,Natural,0,,
8/6/2008,Yes,Natural,0,,
9/6/2008,Yes,Natural,0,,
10/6/2008,Yes,Natural,0,,
11/6/2008,Yes,Natural,0,,
12/6/2008,Yes,Natural,0,,
13/6/2008,Yes,Natural,10,,
14/6/2008,Yes,Natural,15,,
15/6/2008,Yes,Natural,14,,
16/6/2008,Yes,Natural,14,,
17/6/2008,Yes,Natural,14,,
18/6/2008,Yes,Natural,10,,
19/6/2008,Yes,Natural,0,,
20/6/2008,Yes,Natural,0,,
21/6/2008,Yes,Natural,0,,
22/6/2008,Yes,Natural,0,,
23/6/2008,Yes,Natural,0,,
24/6/2008,Yes,Natural,0,,
25/6/2008,Yes,Natural,0,,
26/6/2008,Yes,Natural,0,,
27/6/2008,Yes,Natural,4,,
28/6/2008,Yes,Natural,3,,
29/6/2008,Yes,Natural,3,,
30/6/2008,Yes,Natural,0,,
1/7/2008,Yes,Natural,12,,
2/7/2008,Yes,Natural,22,,
3/7/2008,Yes,Natural,24,,
4/7/2008,Yes,Natural,24,,
5/7/2008,Yes,Natural,24,,
6/7/2008,Yes,Natural,24,,
7/7/2008,Yes,Natural,20,,
8/7/2008,Yes,Natural,36,,
9/7/2008,Yes,Natural,46,,
10/7/2008,Yes,Natural,46,,
11/7/2008,Yes,Natural,53,,
12/7/2008,Yes,Natural,54,,
13/7/2008,Yes,Natural,54,,
14/7/2008,Yes,Natural,57,,
15/7/2008,Yes,Natural,57,,
16/7/2008,Yes,Natural,57,,
17/7/2008,Yes,Natural,50,,
18/7/2008,Yes,Natural,58,,
19/7/2008,Yes,Natural,56,,
20/7/2008,Yes,Natural,56,,
21/7/2008,Yes,Natural,69,,
22/7/2008,Yes,Natural,70,,
23/7/2008,Yes,Natural,70,,
24/7/2008,Yes,Natural,70,,
25/7/2008,Yes,Natural,70,,
26/7/2008,Yes,Natural,74,,
27/7/2008,Yes,Natural,75,,
28/7/2008,Yes,Natural,75,,
29/7/2008,Yes,Natural,75,,
30/7/2008,Yes,Natural,75,,
31/7/2008,Yes,Natural,75,,
1/8/2008,Yes,Natural,75,,
2/8/2008,Yes,Natural,78,,
3/8/2008,Yes,Natural,81,,
4/8/2008,Yes,Natural,82,,
5/8/2008,Yes,Natural,82,,
6/8/2008,Yes,Natural,81,,
7/8/2008,Yes,Natural,81,,
8/8/2008,Yes,Natural,81,,
9/8/2008,Yes,Natural,90,,
10/8/2008,Yes,Natural,93,,
11/8/2008,Yes,Natural,110,,
12/8/2008,Yes,Natural,110,,
13/8/2008,Yes,Natural,115,,
14/8/2008,Yes,Natural,115,,
15/8/2008,Yes,Natural,115,,
16/8/2008,Yes,Natural,115,,
17/8/2008,Yes,Natural,120,,
18/8/2008,Yes,Natural,120,,
19/8/2008,Yes,Natural,120,,
20/8/2008,Yes,Natural,120,,
21/8/2008,Yes,Natural,120,,
22/8/2008,Yes,Natural,126,,
23/8/2008,Yes,Natural,126,,
24/8/2008,Yes,Natural,126,,
25/8/2008,Yes,Natural,126,,
26/8/2008,Yes,Natural,126,,
27/8/2008,Yes,Natural,126,,
28/8/2008,Yes,Natural,118,,
29/8/2008,Yes,Natural,115,,
30/8/2008,Yes,Natural,115,,
31/8/2008,Yes,Natural,113,,
1/9/2008,Yes,Natural,118,,
2/9/2008,Yes,Natural,114,,
3/9/2008,Yes,Natural,114,,
4/9/2008,Yes,Natural,108,,
5/9/2008,Yes,Natural,106,,
6/9/2008,Yes,Natural,106,,
7/9/2008,Yes,Natural,101,,
8/9/2008,Yes,Natural,95,,
9/9/2008,Yes,Natural,94,,
10/9/2008,Yes,Natural,91,,
11/9/2008,Yes,Natural,91,,
12/9/2008,Yes,Natural,88,,
13/9/2008,Yes,Natural,86,,
14/9/2008,Yes,Natural,78,,
15/9/2008,Yes,Natural,70,,
16/9/2008,Yes,Natural,82,,
17/9/2008,Yes,Natural,76,,
18/9/2008,Yes,Natural,70,,
19/9/2008,Yes,Natural,63,,
20/9/2008,Yes,Natural,60,,
21/9/2008,Yes,Natural,55,,
22/9/2008,Yes,Natural,50,,
23/9/2008,Yes,Natural,40,,
24/9/2008,Yes,Natural,40,,
25/9/2008,Yes,Natural,37,,
26/9/2008,Yes,Natural,35,,
27/9/2008,Yes,Natural,35,,
28/9/2008,Yes,Natural,30,,
29/9/2008,Yes,Natural,25,,
30/9/2008,Yes,Natural,25,,
1/10/2008,Yes,Natural,0,,
2/10/2008,Yes,Natural,0,,
3/10/2008,Yes,Natural,0,,
4/10/2008,Yes,Natural,0,,
5/10/2008,Yes,Natural,0,,
6/10/2008,No,,,,
7/10/2008,No,,,,
8/10/2008,No,,,,
9/10/2008,No,,,,
5/6/2008,No,,,,
6/6/2008,No,,,,
7/6/2008,Yes,Snow-making Average,0,,
8/6/2008,Yes,Snow-making Average,0,,
9/6/2008,Yes,Snow-making Average,0,,
10/6/2008,Yes,Snow-making Average,0,,
11/6/2008,Yes,Snow-making Average,0,,
12/6/2008,Yes,Snow-making Average,0,,
13/6/2008,Yes,Snow-making Average,0,,
14/6/2008,Yes,Snow-making Average,0,,
15/6/2008,Yes,Snow-making Average,0,,
16/6/2008,Yes,Snow-making Average,0,,
17/6/2008,Yes,Snow-making Average,0,,
18/6/2008,Yes,Snow-making Average,0,,
19/6/2008,Yes,Snow-making Average,0,,
20/6/2008,Yes,Snow-making Average,0,,
21/6/2008,Yes,Snow-making Average,0,,
22/6/2008,Yes,Snow-making Average,0,,
23/6/2008,Yes,Snow-making Average,0,,
24/6/2008,Yes,Snow-making Average,0,,
25/6/2008,Yes,Snow-making Average,0,,
26/6/2008,Yes,Snow-making Average,0,,
27/6/2008,Yes,Snow-making Average,0,,
28/6/2008,Yes,Snow-making Average,0,,
29/6/2008,Yes,Snow-making Average,0,,
30/6/2008,Yes,Snow-making Average,0,,
1/7/2008,Yes,Snow-making Average,0,,
2/7/2008,Yes,Snow-making Average,0,,
3/7/2008,Yes,Snow-making Average,0,,
4/7/2008,Yes,Snow-making Average,29,,
5/7/2008,Yes,Snow-making Average,30,,
6/7/2008,Yes,Snow-making Average,30,,
7/7/2008,Yes,Snow-making Average,27,,
8/7/2008,Yes,Snow-making Average,50,,
9/7/2008,Yes,Snow-making Average,62,,
10/7/2008,Yes,Snow-making Average,63,,
11/7/2008,Yes,Snow-making Average,70,,
12/7/2008,Yes,Snow-making Average,72,,
13/7/2008,Yes,Snow-making Average,80,,
14/7/2008,Yes,Snow-making Average,83,,
15/7/2008,Yes,Snow-making Average,83,,
16/7/2008,Yes,Snow-making Average,83,,
17/7/2008,Yes,Snow-making Average,78,,
18/7/2008,Yes,Snow-making Average,80,,
19/7/2008,Yes,Snow-making Average,84,,
20/7/2008,Yes,Snow-making Average,84,,
21/7/2008,Yes,Snow-making Average,95,,
22/7/2008,Yes,Snow-making Average,102,,
23/7/2008,Yes,Snow-making Average,108,,
24/7/2008,Yes,Snow-making Average,106,,
25/7/2008,Yes,Snow-making Average,106,,
26/7/2008,Yes,Snow-making Average,115,,
27/7/2008,Yes,Snow-making Average,118,,
28/7/2008,Yes,Snow-making Average,120,,
29/7/2008,Yes,Snow-making Average,122,,
30/7/2008,Yes,Snow-making Average,122,,
31/7/2008,Yes,Snow-making Average,122,,
1/8/2008,Yes,Snow-making Average,122,,
2/8/2008,Yes,Snow-making Average,125,,
3/8/2008,Yes,Snow-making Average,128,,
4/8/2008,Yes,Snow-making Average,129,,
5/8/2008,Yes,Snow-making Average,129,,
6/8/2008,Yes,Snow-making Average,129,,
7/8/2008,Yes,Snow-making Average,129,,
8/8/2008,Yes,Snow-making Average,130,,
9/8/2008,Yes,Snow-making Average,143,,
10/8/2008,Yes,Snow-making Average,145,,
11/8/2008,Yes,Snow-making Average,150,,
12/8/2008,Yes,Snow-making Average,160,,
13/8/2008,Yes,Snow-making Average,160,,
14/8/2008,Yes,Snow-making Average,160,,
15/8/2008,Yes,Snow-making Average,160,,
16/8/2008,Yes,Snow-making Average,160,,
17/8/2008,Yes,Snow-making Average,160,,
18/8/2008,Yes,Snow-making Average,160,,
19/8/2008,Yes,Snow-making Average,160,,
20/8/2008,Yes,Snow-making Average,160,,
21/8/2008,Yes,Snow-making Average,160,,
22/8/2008,Yes,Snow-making Average,170,,
23/8/2008,Yes,Snow-making Average,170,,
24/8/2008,Yes,Snow-making Average,170,,
25/8/2008,Yes,Snow-making Average,170,,
26/8/2008,Yes,Snow-making Average,170,,
27/8/2008,Yes,Snow-making Average,170,,
28/8/2008,Yes,Snow-making Average,165,,
29/8/2008,Yes,Snow-making Average,162,,
30/8/2008,Yes,Snow-making Average,162,,
31/8/2008,Yes,Snow-making Average,162,,
1/9/2008,Yes,Snow-making Average,167,,
2/9/2008,Yes,Snow-making Average,165,,
3/9/2008,Yes,Snow-making Average,165,,
4/9/2008,Yes,Snow-making Average,163,,
5/9/2008,Yes,Snow-making Average,161,,
6/9/2008,Yes,Snow-making Average,161,,
7/9/2008,Yes,Snow-making Average,155,,
8/9/2008,Yes,Snow-making Average,150,,
9/9/2008,Yes,Snow-making Average,150,,
10/9/2008,Yes,Snow-making Average,150,,
11/9/2008,Yes,Snow-making Average,145,,
12/9/2008,Yes,Snow-making Average,145,,
13/9/2008,Yes,Snow-making Average,140,,
14/9/2008,Yes,Snow-making Average,140,,
15/9/2008,Yes,Snow-making Average,120,,
16/9/2008,Yes,Snow-making Average,132,,
17/9/2008,Yes,Snow-making Average,130,,
18/9/2008,Yes,Snow-making Average,124,,
19/9/2008,Yes,Snow-making Average,117,,
20/9/2008,Yes,Snow-making Average,114,,
21/9/2008,Yes,Snow-making Average,105,,
22/9/2008,Yes,Snow-making Average,100,,
23/9/2008,Yes,Snow-making Average,92,,
24/9/2008,Yes,Snow-making Average,92,,
25/9/2008,Yes,Snow-making Average,90,,
26/9/2008,Yes,Snow-making Average,88,,
27/9/2008,Yes,Snow-making Average,88,,
28/9/2008,Yes,Snow-making Average,80,,
29/9/2008,Yes,Snow-making Average,75,,
30/9/2008,Yes,Snow-making Average,70,,
1/10/2008,Yes,Snow-making Average,65,,
2/10/2008,Yes,Snow-making Average,62,,
3/10/2008,Yes,Snow-making Average,62,,
4/10/2008,Yes,Snow-making Average,25,,
5/10/2008,Yes,Snow-making Average,0,,
6/10/2008,No,,,,
7/10/2008,No,,,,
8/10/2008,No,,,,
9/10/2008,No,,,,
5/6/2009,Yes,Natural,0,,
6/6/2009,Yes,Natural,0,,
7/6/2009,Yes,Natural,1,,
8/6/2009,Yes,Natural,7,,
9/6/2009,Yes,Natural,31,,
10/6/2009,Yes,Natural,56,,
11/6/2009,Yes,Natural,56,,
12/6/2009,Yes,Natural,56,,
13/6/2009,Yes,Natural,56,,
14/6/2009,Yes,Natural,56,,
